7/30/2014,,,,,,,,,,,,,,,,
KENTUCKY DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,
SUPERINTENDENT'S ANNUAL ATTENDANCE REPORT,,,,,,,,,,,,,,,,
"ENROLLMENT BY DISTRICT, SCHOOL AND GRADE",,,,,,,,,,,,,,,,
For School Year 13-14,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DISTRICT,SCHOOL,EL,1,2,3,4,5,6,7,8,9,10,11,12,EC,TOTAL
001-Adair County                                                                                    ,010-Adair County High School                                                                        ,0,0,0,0,0,0,0,0,0,182,208,171,193,1,755
001-Adair County                                                                                    ,012-Adair Youth Development Center                                                                  ,0,0,0,0,0,0,0,3,0,5,16,27,19,0,70
001-Adair County                                                                                    ,014-Adair County Middle School                                                                      ,0,0,0,0,0,0,186,203,214,0,0,0,0,0,603
001-Adair County                                                                                    ,016-Adair County Elementary School                                                                  ,0,0,0,196,184,220,0,0,0,0,0,0,0,0,600
001-Adair County                                                                                    ,020-Adair County Primary Center                                                                     ,221,235,191,0,0,0,0,0,0,0,0,0,0,0,647
TOTALS for Adair County                                                                             ,                                                                                                    ,221,235,191,196,184,220,186,206,214,187,224,198,212,1,2675
005-Allen County                                                                                    ,010-Allen County Primary Center                                                                     ,238,249,248,221,0,0,0,0,0,0,0,0,0,0,956
005-Allen County                                                                                    ,015-James E Bazzell Middle School                                                                   ,0,0,0,0,0,0,0,247,262,0,0,0,0,0,509
005-Allen County                                                                                    ,020-Allen County-Scottsville High School                                                            ,0,0,0,0,0,0,0,0,0,227,222,209,176,2,836
005-Allen County                                                                                    ,060-Allen County Intermediate Center                                                                ,0,0,0,0,198,252,221,0,0,0,0,0,0,0,671
TOTALS for Allen County                                                                             ,                                                                                                    ,238,249,248,221,198,252,221,247,262,227,222,209,176,2,2972
006-Anchorage Independent                                                                           ,010-Anchorage Independent Public School                                                             ,37,32,48,32,53,46,41,41,37,0,0,0,0,0,367
TOTALS for Anchorage Independent                                                                    ,                                                                                                    ,37,32,48,32,53,46,41,41,37,0,0,0,0,0,367
011-Anderson County                                                                                 ,020-Anderson County High School                                                                     ,0,0,0,0,0,0,0,0,2,321,270,307,286,1,1187
011-Anderson County                                                                                 ,022-Robert B. Turner Elementary School                                                              ,85,101,90,100,98,102,0,0,0,0,0,0,0,0,576
011-Anderson County                                                                                 ,025-Anderson County Middle School                                                                   ,0,0,0,0,0,2,251,282,299,0,0,0,0,0,834
011-Anderson County                                                                                 ,030-Phoenix Academy                                                                                 ,0,0,0,0,0,0,0,0,5,2,6,4,7,0,24
011-Anderson County                                                                                 ,050-Saffell Street Elementary School                                                                ,0,105,102,87,105,73,0,0,0,0,0,0,0,0,472
011-Anderson County                                                                                 ,110-Emma B. Ward Elementary School                                                                  ,0,108,99,89,104,105,0,0,0,0,0,0,0,0,505
011-Anderson County                                                                                 ,120-Ezra Sparrow Early Childhood Center                                                             ,203,0,0,0,0,0,0,0,0,0,0,0,0,0,203
TOTALS for Anderson County                                                                          ,                                                                                                    ,288,314,291,276,307,282,251,282,306,323,276,311,293,1,3801
012-Ashland Independent                                                                             ,010-Paul G. Blazer High School                                                                      ,0,0,0,0,0,0,0,0,0,244,235,213,223,3,918
012-Ashland Independent                                                                             ,050-Ashland Middle School                                                                           ,0,0,0,0,0,0,0,264,213,0,0,0,0,0,477
012-Ashland Independent                                                                             ,070-Crabbe Elementary School                                                                        ,80,58,72,54,61,52,50,0,0,0,0,0,0,0,427
012-Ashland Independent                                                                             ,080-Hager Elementary School                                                                         ,51,46,52,47,47,58,56,0,0,0,0,0,0,0,357
012-Ashland Independent                                                                             ,100-Oakview Elementary School                                                                       ,70,66,74,41,70,61,52,0,0,0,0,0,0,0,434
012-Ashland Independent                                                                             ,110-Poage Elementary School                                                                         ,50,43,48,39,34,24,32,0,0,0,0,0,0,0,270
012-Ashland Independent                                                                             ,130-Charles Russell Elementary School                                                               ,45,53,59,39,52,45,31,0,0,0,0,0,0,0,324
TOTALS for Ashland Independent                                                                      ,                                                                                                    ,296,266,305,220,264,240,221,264,213,244,235,213,223,3,3207
013-Augusta Independent                                                                             ,011-Augusta Independent School                                                                      ,20,25,19,27,19,17,23,20,18,22,21,27,32,0,290
TOTALS for Augusta Independent                                                                      ,                                                                                                    ,20,25,19,27,19,17,23,20,18,22,21,27,32,0,290
015-Ballard County                                                                                  ,005-Ballard County Middle School                                                                    ,0,0,0,0,0,0,97,125,102,0,0,0,0,0,324
015-Ballard County                                                                                  ,010-Ballard Memorial High School                                                                    ,0,0,0,0,0,0,0,0,0,119,99,112,90,1,421
015-Ballard County                                                                                  ,050-Ballard County Elementary School                                                                ,120,86,89,83,102,107,0,0,0,0,0,0,0,0,587
TOTALS for Ballard County                                                                           ,                                                                                                    ,120,86,89,83,102,107,97,125,102,119,99,112,90,1,1332
016-Barbourville Independent                                                                        ,011-Barbourville City School                                                                        ,63,59,48,41,58,49,54,53,53,69,51,38,51,0,687
TOTALS for Barbourville Independent                                                                 ,                                                                                                    ,63,59,48,41,58,49,54,53,53,69,51,38,51,0,687
017-Bardstown Independent                                                                           ,005-Bardstown Alternative School                                                                    ,0,0,0,0,0,0,0,0,3,2,5,1,1,0,12
017-Bardstown Independent                                                                           ,010-Bardstown Elementary School                                                                     ,0,0,0,196,243,211,0,0,0,0,0,0,0,0,650
017-Bardstown Independent                                                                           ,012-Bardstown Primary School                                                                        ,254,234,227,0,0,0,0,0,0,0,0,0,0,0,715
017-Bardstown Independent                                                                           ,020-Bardstown High School                                                                           ,0,0,0,0,0,0,0,0,35,183,178,147,134,1,678
017-Bardstown Independent                                                                           ,030-Bardstown Middle School                                                                         ,0,0,0,0,0,6,182,173,173,0,0,0,0,0,534
TOTALS for Bardstown Independent                                                                    ,                                                                                                    ,254,234,227,196,243,217,182,173,211,185,183,148,135,1,2589
021-Barren County                                                                                   ,010-Austin Tracy Elementary School                                                                  ,40,25,34,33,42,39,34,0,0,0,0,0,0,0,247
021-Barren County                                                                                   ,011-COLLEGE STREET CAMPUS                                                                           ,0,0,0,0,0,0,0,2,8,18,16,5,7,0,56
021-Barren County                                                                                   ,012-BAVEL                                                                                           ,0,0,0,0,0,0,11,15,25,31,25,56,60,0,223
021-Barren County                                                                                   ,014-North Jackson Elementary                                                                        ,68,91,83,77,81,32,48,0,0,0,0,0,0,0,480
021-Barren County                                                                                   ,027-Barren County High School                                                                       ,0,0,0,0,0,0,0,0,0,341,326,310,343,0,1320
021-Barren County                                                                                   ,035-Eastern Elementary School                                                                       ,56,49,41,65,52,41,51,0,0,0,0,0,0,0,355
021-Barren County                                                                                   ,050-Barren County Middle School                                                                     ,0,0,0,0,0,0,0,367,371,0,0,0,0,0,738
021-Barren County                                                                                   ,080-Hiseville Elementary School                                                                     ,30,32,38,32,20,36,36,0,0,0,0,0,0,0,224
