7/30/2014,,,,,,,,,,,,,,,,
KENTUCKY DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,
SUPERINTENDENT'S ANNUAL ATTENDANCE REPORT,,,,,,,,,,,,,,,,
"ENROLLMENT BY DISTRICT, SCHOOL AND GRADE",,,,,,,,,,,,,,,,
For School Year 13-14,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DISTRICT,SCHOOL,EL,1,2,3,4,5,6,7,8,9,10,11,12,EC,TOTAL
255-Henry County                                                                                    ,040-New Castle Elementary School                                                                    ,51,53,53,59,61,66,0,0,0,0,0,0,0,0,343
TOTALS for Henry County                                                                             ,                                                                                                    ,143,152,149,145,169,181,166,186,181,171,183,171,134,0,2131
261-Hickman County                                                                                  ,020-Hickman County Elementary School                                                                ,40,70,57,67,56,50,57,0,0,0,0,0,0,0,397
261-Hickman County                                                                                  ,050-Hickman County High School                                                                      ,0,0,0,0,0,0,0,64,56,63,58,58,66,0,365
TOTALS for Hickman County                                                                           ,                                                                                                    ,40,70,57,67,56,50,57,64,56,63,58,58,66,0,762
265-Hopkins County                                                                                  ,004-Hopkins County Schools Academy                                                                  ,0,0,0,0,0,0,0,0,0,0,0,2,18,0,20
265-Hopkins County                                                                                  ,005-Hopkins County Day Treatment                                                                    ,0,0,0,0,0,0,0,1,0,2,2,0,0,0,5
265-Hopkins County                                                                                  ,006-West Hopkins School                                                                             ,43,46,51,52,40,41,35,60,48,0,0,0,0,0,416
265-Hopkins County                                                                                  ,020-Jesse Stuart Elementary School                                                                  ,79,104,89,80,95,83,0,0,0,0,0,0,0,0,530
265-Hopkins County                                                                                  ,075-James Madison Middle School                                                                     ,0,0,0,0,0,0,195,193,175,0,0,0,0,0,563
265-Hopkins County                                                                                  ,090-Grapevine Elementary School                                                                     ,76,59,77,63,37,56,0,0,0,0,0,0,0,0,368
265-Hopkins County                                                                                  ,110-Hanson Elementary School                                                                        ,98,111,89,93,93,90,0,0,0,0,0,0,0,0,574
265-Hopkins County                                                                                  ,130-Hopkins County Central High School                                                              ,0,0,0,0,0,0,0,0,0,263,243,200,196,1,903
265-Hopkins County                                                                                  ,140-Browning Springs Middle School                                                                  ,0,0,0,0,0,0,137,176,136,0,0,0,0,0,449
265-Hopkins County                                                                                  ,145-Madisonville North Hopkins High School                                                          ,0,0,0,0,0,0,0,0,0,329,303,275,249,2,1158
265-Hopkins County                                                                                  ,185-South Hopkins Middle School                                                                     ,0,0,0,0,0,0,136,176,145,0,0,0,0,0,457
265-Hopkins County                                                                                  ,200-Pride Elementary School                                                                         ,89,77,82,57,80,60,0,0,0,0,0,0,0,0,445
265-Hopkins County                                                                                  ,250-West Broadway Elementary School                                                                 ,66,80,79,61,76,58,0,0,0,0,0,0,0,0,420
265-Hopkins County                                                                                  ,280-Southside Elementary School                                                                     ,83,74,78,58,72,70,0,0,0,0,0,0,0,0,435
265-Hopkins County                                                                                  ,330-Earlington Elementary School                                                                    ,65,59,53,53,56,50,0,0,0,0,0,0,0,0,336
TOTALS for Hopkins County                                                                           ,                                                                                                    ,599,610,598,517,549,508,503,606,504,594,548,477,463,3,7079
271-Jackson County                                                                                  ,020-Jackson County High School                                                                      ,0,0,0,0,0,0,0,0,0,180,152,160,116,0,608
271-Jackson County                                                                                  ,025-Jackson County Middle School                                                                    ,0,0,0,0,0,0,149,187,191,0,0,0,0,0,527
271-Jackson County                                                                                  ,027-Barnabus Home Middle School                                                                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271-Jackson County                                                                                  ,029-Barnabus Home High School                                                                       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271-Jackson County                                                                                  ,180-McKee Elementary School                                                                         ,80,55,66,54,46,47,0,0,0,0,0,0,0,0,348
271-Jackson County                                                                                  ,280-Sand Gap Elementary School                                                                      ,46,40,46,41,40,50,0,0,0,0,0,0,0,0,263
271-Jackson County                                                                                  ,340-Tyner Elementary School                                                                         ,80,76,84,80,64,73,0,0,0,0,0,0,0,0,457
TOTALS for Jackson County                                                                           ,                                                                                                    ,206,171,196,175,150,170,149,187,191,180,152,160,116,0,2203
272-Jackson Independent                                                                             ,011-Jackson City School                                                                             ,31,34,31,33,40,38,26,34,30,25,25,26,24,0,397
TOTALS for Jackson Independent                                                                      ,                                                                                                    ,31,34,31,33,40,38,26,34,30,25,25,26,24,0,397
275-Jefferson County                                                                                ,004-Camp Taylor Elementary                                                                          ,84,76,74,75,75,71,0,0,0,0,0,0,0,0,455
275-Jefferson County                                                                                ,005-Cane Run Elementary                                                                             ,76,62,65,64,65,56,0,0,0,0,0,0,0,0,388
275-Jefferson County                                                                                ,007-Eastern High                                                                                    ,0,0,0,0,0,0,0,0,0,622,569,450,462,0,2103
275-Jefferson County                                                                                ,010-Fairdale Elementary School                                                                      ,113,103,97,105,96,87,0,0,0,0,0,0,0,0,601
275-Jefferson County                                                                                ,011-Fern Creek Elementary                                                                           ,124,123,124,123,142,146,0,0,0,0,0,0,0,0,782
275-Jefferson County                                                                                ,012-Fern Creek Traditional High                                                                     ,0,0,0,0,0,0,0,0,0,393,418,341,305,2,1459
275-Jefferson County                                                                                ,013-Greathouse Shryock Traditional                                                                  ,96,96,93,98,112,116,0,0,0,0,0,0,0,0,611
275-Jefferson County                                                                                ,014-Greenwood Elementary School                                                                     ,110,101,75,93,97,90,0,0,0,0,0,0,0,0,566
275-Jefferson County                                                                                ,016-Tully Elementary                                                                                ,112,117,124,117,122,136,0,0,0,0,0,0,0,0,728
275-Jefferson County                                                                                ,017-Kennedy Metro Middle School                                                                     ,0,0,0,0,0,5,5,28,38,0,0,0,0,0,76
275-Jefferson County                                                                                ,018-Atherton High School                                                                            ,0,0,0,0,0,0,0,0,0,345,322,329,270,9,1275
275-Jefferson County                                                                                ,019-The Brook-Dupont                                                                                ,0,1,3,4,2,3,4,6,3,0,0,0,0,0,26
275-Jefferson County                                                                                ,020-The Brook-KMI                                                                                   ,0,0,0,0,0,0,0,3,7,24,20,15,5,0,74
275-Jefferson County                                                                                ,022-Medora Elementary                                                                               ,74,69,71,73,62,77,0,0,0,0,0,0,0,0,426
275-Jefferson County                                                                                ,024-Middletown Elementary                                                                           ,108,107,101,96,96,106,0,0,0,0,0,0,0,0,614
275-Jefferson County                                                                                ,025-Brooklawn                                                                                       ,0,0,0,0,0,0,18,12,15,28,13,10,10,0,106
275-Jefferson County                                                                                ,027-Okolona Elementary School                                                                       ,54,52,51,48,55,55,0,0,0,0,0,0,0,0,315
275-Jefferson County                                                                                ,028-Boys Haven                                                                                      ,0,0,0,0,0,1,0,1,3,2,3,6,1,0,17
275-Jefferson County                                                                                ,029-St Joseph Children's Home                                                                       ,1,1,1,2,6,4,2,1,1,0,0,0,0,0,19
275-Jefferson County                                                                                ,030-Liberty High School                                                                             ,0,0,0,0,0,0,0,14,39,75,106,88,80,0,402
275-Jefferson County                                                                                ,031-Southern High School                                                                            ,0,0,0,0,0,0,0,0,0,311,298,281,262,1,1153
275-Jefferson County                                                                                ,033-Valley High School                                                                              ,0,0,0,0,0,0,0,0,0,341,346,263,197,6,1153
275-Jefferson County                                                                                ,034-WALLER ENVIRONMENTAL                                                                            ,0,2,5,7,5,17,15,14,22,7,0,0,0,0,94
275-Jefferson County                                                                                ,035-Bellewood Childrens Home                                                                        ,0,1,2,3,8,13,0,0,0,0,0,0,0,0,27
275-Jefferson County                                                                                ,038-Breckinridge/Franklin Elementary                                                                ,103,85,81,67,62,46,0,0,0,0,0,0,0,0,444
275-Jefferson County                                                                                ,040-Barret Traditional Middle                                                                       ,0,0,0,0,0,0,224,208,208,0,0,0,0,0,640
275-Jefferson County                                                                                ,041-Newburg Middle School                                                                           ,0,0,0,0,0,0,297,367,359,0,0,0,0,0,1023
275-Jefferson County                                                                                ,044-Audubon Traditional Elem                                                                        ,95,97,97,98,112,119,0,0,0,0,0,0,0,0,618
275-Jefferson County                                                                                ,045-Butler Traditional High School                                                                  ,0,0,0,0,0,0,0,0,0,479,436,410,368,4,1697
275-Jefferson County                                                                                ,046-Chenoweth Elementary School                                                                     ,92,90,84,96,83,91,0,0,0,0,0,0,0,0,536
275-Jefferson County                                                                                ,047-Louisville Male High School                                                                     ,0,0,0,0,0,0,0,0,0,487,472,389,407,1,1756
275-Jefferson County                                                                                ,048-Hawthorne Elementary                                                                            ,81,72,86,77,62,59,0,0,0,0,0,0,0,0,437
275-Jefferson County                                                                                ,049-Farnsley Middle                                                                                 ,0,0,0,0,0,0,387,401,381,0,0,0,0,0,1169
275-Jefferson County                                                                                ,050-South Park TAPP                                                                                 ,0,0,0,0,0,0,0,0,0,9,29,26,42,0,106
275-Jefferson County                                                                                ,051-Waggener High School                                                                            ,0,0,0,0,0,0,0,0,0,219,236,187,133,3,778
275-Jefferson County                                                                                ,055-Bates Elementary                                                                                ,100,100,105,103,91,61,0,0,0,0,0,0,0,0,560
275-Jefferson County                                                                                ,057-Fairdale High School MCA                                                                        ,0,0,0,0,0,0,0,0,0,307,318,261,222,1,1109
275-Jefferson County                                                                                ,058-Gilmore Lane Elementary                                                                         ,56,54,50,48,54,54,0,0,0,0,0,0,0,0,316
275-Jefferson County                                                                                ,059-Kenwood Elementary                                                                              ,112,104,101,106,86,99,0,0,0,0,0,0,0,0,608
275-Jefferson County                                                                                ,060-Coral Ridge Elementary                                                                          ,85,83,86,86,70,75,0,0,0,0,0,0,0,0,485
275-Jefferson County                                                                                ,061-Goldsmith Elementary                                                                            ,110,134,118,103,99,108,0,0,0,0,0,0,0,0,672
275-Jefferson County                                                                                ,063-Schaffner Elementary                                                                            ,72,95,120,97,108,116,0,0,0,0,0,0,0,0,608
275-Jefferson County                                                                                ,064-ST Matthews Elementary                                                                          ,99,101,103,100,89,92,0,0,0,0,0,0,0,0,584
275-Jefferson County                                                                                ,065-Jeffersontown High School                                                                       ,0,0,0,0,0,0,0,0,0,386,439,336,298,5,1464
275-Jefferson County                                                                                ,066-Wilkerson Elementary                                                                            ,81,77,77,79,81,85,0,0,0,0,0,0,0,0,480
275-Jefferson County                                                                                ,067-Wilder Elementary                                                                               ,103,104,99,109,88,90,0,0,0,0,0,0,0,0,593
275-Jefferson County                                                                                ,069-Watson Lane Elementary                                                                          ,60,76,67,70,70,69,0,0,0,0,0,0,0,0,412
275-Jefferson County                                                                                ,071-Stonestreet Elementary                                                                          ,80,76,80,77,84,88,0,0,0,0,0,0,0,0,485
275-Jefferson County                                                                                ,072-Watterson Elementary                                                                            ,99,104,106,98,116,88,0,0,0,0,0,0,0,0,611
275-Jefferson County                                                                                ,073-Seneca High                                                                                     ,0,0,0,0,0,0,0,0,0,439,397,342,334,2,1514
275-Jefferson County                                                                                ,075-Pleasure Ridge Park High                                                                        ,0,0,0,0,0,0,0,0,0,506,543,445,370,6,1870
275-Jefferson County                                                                                ,076-Indian Trail Elementary                                                                         ,83,81,75,76,78,77,0,0,0,0,0,0,0,0,470
275-Jefferson County                                                                                ,077-Westport Middle School                                                                          ,0,0,0,0,0,0,313,333,275,0,0,0,0,0,921
275-Jefferson County                                                                                ,078-Zachary Taylor Elementary                                                                       ,84,79,78,83,86,107,0,0,0,0,0,0,0,0,517
275-Jefferson County                                                                                ,079-Kerrick Elementary School                                                                       ,81,68,70,76,70,70,0,0,0,0,0,0,0,0,435
275-Jefferson County                                                                                ,081-Rangeland Elementary                                                                            ,107,103,99,88,88,81,0,0,0,0,0,0,0,0,566
275-Jefferson County                                                                                ,082-Dixie Elementary                                                                                ,74,80,60,62,51,60,0,0,0,0,0,0,0,0,387
275-Jefferson County                                                                                ,083-Cochrane Elementary                                                                             ,71,76,66,75,57,59,0,0,0,0,0,0,0,0,404
275-Jefferson County                                                                                ,084-Western High School                                                                             ,0,0,0,0,0,0,0,0,0,224,254,171,168,5,822
275-Jefferson County                                                                                ,085-Robert Frost Sixth-Grade Academy                                                                ,0,0,0,0,0,0,178,192,151,0,0,0,0,0,521
275-Jefferson County                                                                                ,086-Sanders Elementary                                                                              ,78,78,93,82,77,89,0,0,0,0,0,0,0,0,497
275-Jefferson County                                                                                ,087-Smyrna Elementary                                                                               ,104,104,95,92,91,88,0,0,0,0,0,0,0,0,574
275-Jefferson County                                                                                ,090-Thomas Jefferson Middle                                                                         ,0,0,0,0,0,0,316,266,343,0,0,0,0,0,925
275-Jefferson County                                                                                ,091-Blue Lick Elementary                                                                            ,77,78,74,71,70,65,0,0,0,0,0,0,0,0,435
275-Jefferson County                                                                                ,092-Crums Lane Elementary                                                                           ,76,83,69,63,60,59,0,0,0,0,0,0,0,0,410
275-Jefferson County                                                                                ,094-Bowen Elementary                                                                                ,126,134,131,127,109,119,0,0,0,0,0,0,0,0,746
275-Jefferson County                                                                                ,095-Hite Elementary School                                                                          ,71,84,85,84,77,81,0,0,0,0,0,0,0,0,482
275-Jefferson County                                                                                ,096-Norton Elementary School                                                                        ,131,125,125,116,110,114,0,0,0,0,0,0,0,0,721
275-Jefferson County                                                                                ,097-Shacklette Elementary                                                                           ,68,64,79,74,77,82,0,0,0,0,0,0,0,0,444
275-Jefferson County                                                                                ,099-Minors Lane Elementary                                                                          ,56,79,50,50,61,56,0,0,0,0,0,0,0,0,352
275-Jefferson County                                                                                ,100-Doss High                                                                                       ,0,0,0,0,0,0,0,0,0,327,295,232,198,6,1058
275-Jefferson County                                                                                ,102-Chancey Elementary School                                                                       ,125,133,126,116,85,114,0,0,0,0,0,0,0,0,699
275-Jefferson County                                                                                ,103-Slaughter Elementary                                                                            ,79,87,89,62,60,81,0,0,0,0,0,0,0,0,458
275-Jefferson County                                                                                ,104-Trunnell Elementary                                                                             ,95,99,98,93,84,89,0,0,0,0,0,0,0,0,558
275-Jefferson County                                                                                ,105-Ballard High                                                                                    ,0,0,0,0,0,0,0,0,0,577,519,528,406,6,2036
275-Jefferson County                                                                                ,106-Johnsontown Road Elementary                                                                     ,55,77,80,77,56,72,0,0,0,0,0,0,0,0,417
275-Jefferson County                                                                                ,107-Luhr Elementary                                                                                 ,80,78,76,83,75,89,0,0,0,0,0,0,0,0,481
275-Jefferson County                                                                                ,109-Wheeler Elementary                                                                              ,105,105,123,126,123,97,0,0,0,0,0,0,0,0,679
275-Jefferson County                                                                                ,110-Western Day Treatment                                                                           ,0,3,4,4,7,1,0,0,0,0,0,0,0,0,19
275-Jefferson County                                                                                ,115-Gutermuth Elementary                                                                            ,77,76,61,74,67,68,0,0,0,0,0,0,0,0,423
275-Jefferson County                                                                                ,116-Wellington Elementary                                                                           ,79,72,69,75,70,81,0,0,0,0,0,0,0,0,446
275-Jefferson County                                                                                ,117-Wilt Elementary                                                                                 ,80,82,73,73,71,61,0,0,0,0,0,0,0,0,440
275-Jefferson County                                                                                ,119-Crosby Middle School                                                                            ,0,0,0,0,0,0,524,493,473,0,0,0,0,0,1490
275-Jefferson County                                                                                ,121-Hartstern Elementary                                                                            ,84,81,95,83,67,57,0,0,0,0,0,0,0,0,467
275-Jefferson County                                                                                ,124-U OF L Pact Program                                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
275-Jefferson County                                                                                ,126-Layne Elementary                                                                                ,68,102,96,78,59,59,0,0,0,0,0,0,0,0,462
275-Jefferson County                                                                                ,127-Auburndale Elementary School                                                                    ,111,105,101,100,94,90,0,0,0,0,0,0,0,0,601
275-Jefferson County                                                                                ,128-Price Elementary                                                                                ,103,98,99,96,89,90,0,0,0,0,0,0,0,0,575
275-Jefferson County                                                                                ,129-Breckinridge Metropolitan High                                                                  ,0,0,0,0,0,0,0,0,0,36,56,37,30,0,159
275-Jefferson County                                                                                ,131-Eisenhower Elementary School                                                                    ,109,103,98,106,81,89,0,0,0,0,0,0,0,0,586
275-Jefferson County                                                                                ,133-Lassiter Middle School                                                                          ,0,0,0,0,0,0,345,277,249,0,0,0,0,0,871
275-Jefferson County                                                                                ,134-Klondike Elementary                                                                             ,101,96,110,118,102,90,0,0,0,0,0,0,0,0,617
275-Jefferson County                                                                                ,138-Louisville Day Treatment                                                                        ,0,0,0,0,0,0,0,0,0,5,12,10,3,0,30
275-Jefferson County                                                                                ,144-Stuart Middle                                                                                   ,0,0,0,0,0,0,314,325,359,0,0,0,0,0,998
275-Jefferson County                                                                                ,145-Laukhuf Elementary                                                                              ,77,81,56,73,79,76,0,0,0,0,0,0,0,0,442
275-Jefferson County                                                                                ,146-Lowe Elementary School                                                                          ,112,119,116,103,97,94,0,0,0,0,0,0,0,0,641
275-Jefferson County                                                                                ,147-Mill Creek Elementary                                                                           ,78,75,74,70,76,71,0,0,0,0,0,0,0,0,444
275-Jefferson County                                                                                ,149-Blake Elementary                                                                                ,92,92,76,76,63,61,0,0,0,0,0,0,0,0,460
275-Jefferson County                                                                                ,150-Audubon Youth Development Center                                                                ,0,0,0,0,0,0,0,0,0,8,16,6,5,0,35
275-Jefferson County                                                                                ,155-Moore Traditional School                                                                        ,0,0,0,0,0,0,316,364,345,329,295,182,170,5,2006
275-Jefferson County                                                                                ,156-Dunn Elementary School                                                                          ,100,101,122,96,94,104,0,0,0,0,0,0,0,0,617
275-Jefferson County                                                                                ,159-Myers Middle School                                                                             ,0,0,0,0,0,0,269,263,279,0,0,0,0,0,811
275-Jefferson County                                                                                ,162-Kammerer Middle                                                                                 ,0,0,0,0,0,0,350,364,384,0,0,0,0,0,1098
275-Jefferson County                                                                                ,163-Knight Middle School                                                                            ,0,0,0,0,0,0,151,141,155,0,0,0,0,0,447
275-Jefferson County                                                                                ,164-Conway Middle School                                                                            ,0,0,0,0,0,0,300,322,319,0,0,0,0,0,941
275-Jefferson County                                                                                ,165-Brown School                                                                                    ,48,47,44,47,50,56,58,56,80,68,60,69,61,0,744
275-Jefferson County                                                                                ,166-Jeffersontown Elementary                                                                        ,131,157,148,127,119,123,0,0,0,0,0,0,0,0,805
275-Jefferson County                                                                                ,167-Carrithers Middle School                                                                        ,0,0,0,0,0,0,176,179,175,0,0,0,0,0,530
275-Jefferson County                                                                                ,174-JCPS eSchool                                                                                    ,0,0,0,0,0,0,0,0,0,31,106,124,300,0,561
275-Jefferson County                                                                                ,179-Central High School                                                                             ,0,0,0,0,0,0,0,0,0,300,293,250,282,5,1130
275-Jefferson County                                                                                ,182-Wheatley Elementary                                                                             ,61,71,60,53,61,64,0,0,0,0,0,0,0,0,370
275-Jefferson County                                                                                ,183-BINET SCHOOL                                                                                    ,0,1,2,1,1,3,9,7,4,5,6,8,6,15,68
275-Jefferson County                                                                                ,185-Atkinson Academy                                                                                ,75,75,48,54,60,61,0,0,0,0,0,0,0,0,373
275-Jefferson County                                                                                ,186-ESL Newcomer Academy                                                                            ,0,0,0,0,0,0,77,89,93,167,106,3,0,0,535
275-Jefferson County                                                                                ,193-Mary Jo and William MacDonald Maryhurst                                                         ,0,0,0,0,0,0,2,2,9,12,12,17,4,0,58
275-Jefferson County                                                                                ,200-Dupont Manual High                                                                              ,0,0,0,0,0,0,0,0,0,483,482,464,449,0,1878
275-Jefferson County                                                                                ,201-The Phoenix School of Discovery                                                                 ,0,0,0,0,0,0,22,20,42,38,42,28,18,0,210
275-Jefferson County                                                                                ,211-Stopher Elementary                                                                              ,131,132,130,131,122,124,0,0,0,0,0,0,0,0,770
275-Jefferson County                                                                                ,212-Farmer Elementary                                                                               ,134,126,128,121,120,123,0,0,0,0,0,0,0,0,752
275-Jefferson County                                                                                ,219-Ramsey Middle School                                                                            ,0,0,0,0,0,0,333,321,319,0,0,0,0,0,973
275-Jefferson County                                                                                ,225-Bloom Elementary                                                                                ,90,93,87,93,92,93,0,0,0,0,0,0,0,0,548
275-Jefferson County                                                                                ,240-Engelhard Elementary                                                                            ,103,87,69,63,64,66,0,0,0,0,0,0,0,0,452
275-Jefferson County                                                                                ,243-Byck Elementary                                                                                 ,99,95,78,87,88,102,0,0,0,0,0,0,0,0,549
275-Jefferson County                                                                                ,250-Field Elementary                                                                                ,55,81,72,78,74,76,0,0,0,0,0,0,0,0,436
275-Jefferson County                                                                                ,260-Brandeis Elementary                                                                             ,107,75,99,90,70,102,0,0,0,0,0,0,0,0,543
275-Jefferson County                                                                                ,270-Foster Traditional Academy                                                                      ,107,97,98,97,108,95,0,0,0,0,0,0,0,0,602
275-Jefferson County                                                                                ,290-Frayser Elementary                                                                              ,85,67,63,67,44,39,0,0,0,0,0,0,0,0,365
275-Jefferson County                                                                                ,300-Hazelwood Elementary School                                                                     ,83,66,61,38,56,41,0,0,0,0,0,0,0,0,345
275-Jefferson County                                                                                ,320-Highland  Middle School                                                                         ,0,0,0,0,0,0,381,393,403,0,0,0,0,0,1177
275-Jefferson County                                                                                ,323-Cochran Elementary                                                                              ,52,57,49,38,61,72,0,0,0,0,0,0,0,0,329
275-Jefferson County                                                                                ,325-Jacob Elementary                                                                                ,111,133,110,95,107,128,0,0,0,0,0,0,0,0,684
275-Jefferson County                                                                                ,335-Iroquois High                                                                                   ,0,0,0,0,0,0,0,0,0,330,317,258,233,5,1143
275-Jefferson County                                                                                ,340-Meyzeek Middle School                                                                           ,0,0,0,0,0,0,368,392,401,0,0,0,0,0,1161
275-Jefferson County                                                                                ,374-Young Elementary                                                                                ,76,76,94,74,75,71,0,0,0,0,0,0,0,0,466
275-Jefferson County                                                                                ,396-Jefferson County Traditional Middle                                                             ,0,0,0,0,0,0,320,297,304,0,0,0,0,0,921
275-Jefferson County                                                                                ,432-King Elementary                                                                                 ,76,78,60,77,70,89,0,0,0,0,0,0,0,0,450
275-Jefferson County                                                                                ,435-Noe Middle                                                                                      ,0,0,0,0,0,0,440,461,432,0,0,0,0,0,1333
275-Jefferson County                                                                                ,440-Mcferran Preparatory Academy                                                                    ,133,140,126,125,113,113,0,0,0,0,0,0,0,0,750
275-Jefferson County                                                                                ,456-Ackerly                                                                                         ,2,0,0,1,2,3,3,6,10,6,5,3,6,0,47
275-Jefferson County                                                                                ,458-MARY RYAN ACADEMY                                                                               ,0,0,0,0,0,0,0,0,0,4,9,8,10,0,31
275-Jefferson County                                                                                ,463-Louisville Metro Youth Center                                                                   ,0,0,0,0,0,0,0,1,5,34,48,18,11,0,117
275-Jefferson County                                                                                ,465-HEUSER HEARING AND LANGUAGE ACADEMY                                                             ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
275-Jefferson County                                                                                ,467-Buechel Metropolitan High                                                                       ,0,0,0,0,0,0,0,0,0,50,50,21,12,0,133
275-Jefferson County                                                                                ,470-Johnson Traditional Middle                                                                      ,0,0,0,0,0,0,303,311,286,0,0,0,0,0,900
275-Jefferson County                                                                                ,480-Maupin Elementary                                                                               ,76,86,83,72,79,64,0,0,0,0,0,0,0,0,460
275-Jefferson County                                                                                ,500-Portland Elementary                                                                             ,60,49,60,49,46,46,0,0,0,0,0,0,0,0,310
275-Jefferson County                                                                                ,520-Lincoln Elementary Performing Arts                                                              ,80,89,95,93,82,59,0,0,0,0,0,0,0,0,498
275-Jefferson County                                                                                ,530-Roosevelt Perry Elementary                                                                      ,85,81,56,71,60,54,0,0,0,0,0,0,0,0,407
275-Jefferson County                                                                                ,560-Rutherford Elementary                                                                           ,106,102,103,95,105,89,0,0,0,0,0,0,0,0,600
275-Jefferson County                                                                                ,580-Semple Elementary                                                                               ,111,93,79,77,72,65,0,0,0,0,0,0,0,0,497
275-Jefferson County                                                                                ,590-The Academy @ Shawnee                                                                           ,0,0,0,0,0,0,39,0,0,144,132,131,100,4,550
275-Jefferson County                                                                                ,610-Shelby Traditional Academy                                                                      ,116,117,113,112,118,126,0,0,0,0,0,0,0,0,702
275-Jefferson County                                                                                ,620-Frederick Law Olmsted Academy North                                                             ,0,0,0,0,0,0,209,228,249,0,0,0,0,0,686
275-Jefferson County                                                                                ,660-Coleridge-Taylor Elementary                                                                     ,107,109,110,92,84,94,0,0,0,0,0,0,0,0,596
275-Jefferson County                                                                                ,680-Carter Elementary                                                                               ,95,96,97,97,102,103,0,0,0,0,0,0,0,0,590
275-Jefferson County                                                                                ,710-Western Middle                                                                                  ,0,0,0,0,0,0,173,169,125,0,0,0,0,0,467
