8/1/2013,,,,,,,,,,,,,,,,
KENTUCKY DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,
SUPERINTENDENT'S ANNUAL ATTENDANCE REPORT,,,,,,,,,,,,,,,,
"ENROLLMENT BY DISTRICT, SCHOOL AND GRADE",,,,,,,,,,,,,,,,
For School Year 12-13,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DISTRICT,SCHOOL,EL,1,2,3,4,5,6,7,8,9,10,11,12,EC,TOTAL
091-Campbell County                                                                                 ,120-Regional Programs School                                                                        ,0,0,0,1,1,7,2,4,4,1,1,8,0,0,29
TOTALS for Campbell County                                                                          ,                                                                                                    ,382,379,357,355,327,340,369,404,423,451,407,400,376,3,4973
092-Campbellsville Independent                                                                      ,010-Campbellsville Elementary School                                                                ,112,110,90,101,101,0,0,0,0,0,0,0,0,0,514
092-Campbellsville Independent                                                                      ,011-Eagle Academy                                                                                   ,0,0,0,0,0,0,0,0,2,0,2,2,1,0,7
092-Campbellsville Independent                                                                      ,020-Campbellsville High School                                                                      ,0,0,0,0,0,0,0,0,0,80,74,70,51,1,276
092-Campbellsville Independent                                                                      ,025-Campbellsville Middle School                                                                    ,0,0,0,0,0,100,103,85,76,0,0,0,0,0,364
TOTALS for Campbellsville Independent                                                               ,                                                                                                    ,112,110,90,101,101,100,103,85,78,80,76,72,52,1,1161
095-Carlisle County                                                                                 ,020-Carlisle County Middle School                                                                   ,0,0,0,0,0,0,75,65,72,0,0,0,0,0,212
095-Carlisle County                                                                                 ,040-Carlisle County High School                                                                     ,0,0,0,0,0,0,0,0,0,56,63,47,66,0,232
095-Carlisle County                                                                                 ,060-Carlisle County Elementary School                                                               ,59,62,61,62,57,52,0,0,0,0,0,0,0,0,353
TOTALS for Carlisle County                                                                          ,                                                                                                    ,59,62,61,62,57,52,75,65,72,56,63,47,66,0,797
101-Carroll County                                                                                  ,005-Cartmell Elementary                                                                             ,0,0,1,145,158,142,0,0,0,0,0,0,0,0,446
101-Carroll County                                                                                  ,010-Kathryn Winn Primary                                                                            ,177,159,169,0,0,0,0,0,0,0,0,0,0,0,505
101-Carroll County                                                                                  ,018-Carroll County High School                                                                      ,0,0,0,0,0,0,0,0,0,153,117,145,133,0,548
101-Carroll County                                                                                  ,019-Carroll County Middle School                                                                    ,0,0,0,0,0,0,161,140,154,0,0,0,0,0,455
101-Carroll County                                                                                  ,050-Carroll County Alt Learning Center                                                              ,0,0,0,0,0,0,0,2,3,7,2,1,5,0,20
TOTALS for Carroll County                                                                           ,                                                                                                    ,177,159,170,145,158,142,161,142,157,160,119,146,138,0,1974
105-Carter County                                                                                   ,040-Carter Virtual Academy                                                                          ,0,0,0,0,0,0,0,0,0,1,3,2,1,0,7
105-Carter County                                                                                   ,050-Carter Elementary School                                                                        ,22,20,27,16,16,33,0,0,0,0,0,0,0,0,134
105-Carter County                                                                                   ,052-Heritage Elementary School                                                                      ,69,59,56,55,58,75,0,0,0,0,0,0,0,0,372
105-Carter County                                                                                   ,120-East Carter County High School                                                                  ,0,0,0,0,0,0,0,0,0,201,229,214,167,0,811
105-Carter County                                                                                   ,130-East Carter Middle School                                                                       ,0,0,0,0,0,0,212,190,227,0,0,0,0,0,629
105-Carter County                                                                                   ,250-Olive Hill Elementary School                                                                    ,119,101,107,111,92,89,0,0,0,0,0,0,0,0,619
105-Carter County                                                                                   ,340-Prichard Elementary School                                                                      ,132,133,125,114,108,90,0,0,0,0,0,0,0,0,702
105-Carter County                                                                                   ,450-Star Elementary School                                                                          ,23,17,22,17,20,30,0,0,0,0,0,0,0,0,129
105-Carter County                                                                                   ,490-Upper Tygart Elementary School                                                                  ,37,40,46,30,42,44,0,0,0,0,0,0,0,0,239
105-Carter County                                                                                   ,500-West Carter County High School                                                                  ,0,0,0,0,0,0,0,0,0,171,162,141,138,0,612
105-Carter County                                                                                   ,505-West Carter Middle School                                                                       ,0,0,0,0,0,0,169,149,174,0,0,0,0,0,492
TOTALS for Carter County                                                                            ,                                                                                                    ,402,370,383,343,336,361,381,339,401,373,394,357,306,0,4746
111-Casey County                                                                                    ,015-Walnut Hill Elementary School                                                                   ,79,68,59,68,52,55,71,0,0,0,0,0,0,0,452
111-Casey County                                                                                    ,026-Jones Park Elementary                                                                           ,55,61,50,48,64,72,75,0,0,0,0,0,0,0,425
111-Casey County                                                                                    ,045-Casey County High School                                                                        ,0,0,0,0,0,0,0,0,0,165,172,181,159,1,678
111-Casey County                                                                                    ,070-Casey County Middle School                                                                      ,0,0,0,0,0,0,0,201,198,0,0,0,0,0,399
111-Casey County                                                                                    ,190-Liberty Elementary School                                                                       ,53,66,52,53,52,52,50,0,0,0,0,0,0,0,378
TOTALS for Casey County                                                                             ,                                                                                                    ,187,195,161,169,168,179,196,201,198,165,172,181,159,1,2332
113-Caverna Independent                                                                             ,025-Caverna Elementary School                                                                       ,91,69,69,56,50,52,0,0,0,0,0,0,0,0,387
113-Caverna Independent                                                                             ,026-Caverna Middle School                                                                           ,0,0,0,0,0,0,54,54,67,0,0,0,0,0,175
113-Caverna Independent                                                                             ,030-Caverna High School                                                                             ,0,0,0,0,0,0,0,0,0,66,49,41,49,0,205
TOTALS for Caverna Independent                                                                      ,                                                                                                    ,91,69,69,56,50,52,54,54,67,66,49,41,49,0,767
115-Christian County                                                                                ,017-Martin Luther King Jr. Elementary School                                                        ,144,129,124,116,99,103,0,0,0,0,0,0,0,0,715
115-Christian County                                                                                ,020-Belmont Elementary School                                                                       ,72,64,74,59,80,65,0,0,0,0,0,0,0,0,414
115-Christian County                                                                                ,023-Cumberland Hall School                                                                          ,0,0,2,8,1,1,9,15,14,13,17,7,4,0,91
115-Christian County                                                                                ,030-Christian County High School                                                                    ,0,0,0,0,0,0,0,0,0,392,350,320,232,9,1303
115-Christian County                                                                                ,035-Christian County Middle School                                                                  ,0,0,0,0,0,0,325,285,257,0,0,0,0,0,867
115-Christian County                                                                                ,040-Crofton Elementary School                                                                       ,57,41,56,47,46,56,0,0,0,0,0,0,0,0,303
115-Christian County                                                                                ,045-North Drive Middle School                                                                       ,0,0,0,0,0,0,104,124,143,0,0,0,0,0,371
115-Christian County                                                                                ,050-Hopkinsville High School                                                                        ,0,0,0,0,0,0,0,0,0,307,333,287,217,4,1148
115-Christian County                                                                                ,055-Indian Hills Elementary School                                                                  ,77,74,76,94,87,81,0,0,0,0,0,0,0,0,489
115-Christian County                                                                                ,058-Hopkinsville Middle School                                                                      ,0,0,0,0,0,0,268,268,258,0,0,0,0,0,794
115-Christian County                                                                                ,100-Christian County Alternative School                                                             ,0,0,0,0,0,0,0,4,3,14,4,10,15,0,50
115-Christian County                                                                                ,105-Holiday Elementary School                                                                       ,93,109,98,100,115,102,0,0,0,0,0,0,0,0,617
115-Christian County                                                                                ,110-Lacy Elementary School                                                                          ,59,54,51,55,62,65,0,0,0,0,0,0,0,0,346
115-Christian County                                                                                ,125-Millbrooke Elementary School                                                                    ,86,101,90,97,85,86,0,0,0,0,0,0,0,0,545
115-Christian County                                                                                ,130-Pembroke Elementary School                                                                      ,65,86,72,73,79,76,0,0,0,0,0,0,0,0,451
115-Christian County                                                                                ,150-Sinking Fork Elementary School                                                                  ,61,50,65,50,52,59,0,0,0,0,0,0,0,0,337
115-Christian County                                                                                ,170-South Christian Elementary School                                                               ,153,138,113,112,109,91,0,0,0,0,0,0,0,0,716
115-Christian County                                                                                ,180-Christian County Day Treatment Ctr Alt                                                          ,0,0,0,0,0,0,0,0,2,5,8,6,0,0,21
115-Christian County                                                                                ,185-21st Century Academy                                                                            ,0,0,0,0,0,0,0,0,0,4,13,15,20,0,52
115-Christian County                                                                                ,998-Homebound Elementary                                                                            ,0,1,0,1,2,1,0,1,2,1,9,3,3,0,24
TOTALS for Christian County                                                                         ,                                                                                                    ,867,847,821,812,817,786,706,697,679,736,734,648,491,13,9654
121-Clark County                                                                                    ,013-Phoenix Academy                                                                                 ,0,0,0,0,0,0,0,3,2,5,3,6,3,0,22
121-Clark County                                                                                    ,020-Central Elementary School                                                                       ,64,64,47,62,75,69,0,0,0,0,0,0,0,0,381
121-Clark County                                                                                    ,030-George Rogers Clark High School                                                                 ,0,0,0,0,0,0,0,0,0,442,462,424,371,2,1701
121-Clark County                                                                                    ,035-Conkwright Middle School                                                                        ,0,0,0,0,0,0,184,187,173,0,0,0,0,0,544
121-Clark County                                                                                    ,040-Fannie Bush Elementary                                                                          ,53,43,40,49,50,29,0,0,0,0,0,0,0,0,264
121-Clark County                                                                                    ,050-Hannah McClure Elementary                                                                       ,52,59,55,54,47,39,0,0,0,0,0,0,0,0,306
121-Clark County                                                                                    ,070-Clark Middle School                                                                             ,0,0,0,0,0,0,242,254,239,0,0,0,0,0,735
121-Clark County                                                                                    ,080-Pilot View Elementary School                                                                    ,17,22,16,27,24,25,0,0,0,0,0,0,0,0,131
121-Clark County                                                                                    ,090-Providence Elementary                                                                           ,51,46,52,49,48,53,0,0,0,0,0,0,0,0,299
121-Clark County                                                                                    ,095-Shearer Elementary School                                                                       ,78,70,53,60,76,62,0,0,0,0,0,0,0,0,399
121-Clark County                                                                                    ,100-Trapp Elementary School                                                                         ,15,29,20,23,16,23,0,0,0,0,0,0,0,0,126
121-Clark County                                                                                    ,120-Strode Station Elementary                                                                       ,131,129,130,112,91,93,0,0,0,0,0,0,0,0,686
TOTALS for Clark County                                                                             ,                                                                                                    ,461,462,413,436,427,393,426,444,414,447,465,430,374,2,5594
125-Clay County                                                                                     ,040-Big Creek Elementary                                                                            ,33,33,30,22,21,18,23,0,0,0,0,0,0,0,180
125-Clay County                                                                                     ,041-Horse Creek Learning Center                                                                     ,0,0,0,0,0,0,0,0,3,4,4,1,3,0,15
125-Clay County                                                                                     ,070-Burning Springs Elementary                                                                      ,57,42,45,52,42,42,45,0,0,0,0,0,0,0,325
125-Clay County                                                                                     ,095-Clay County Middle School                                                                       ,0,0,0,0,0,0,0,248,269,0,0,0,0,0,517
125-Clay County                                                                                     ,100-Clay County High School                                                                         ,0,0,0,0,0,0,0,0,0,276,244,218,212,1,951
125-Clay County                                                                                     ,200-Goose Rock Elementary                                                                           ,24,39,31,43,39,32,35,0,0,0,0,0,0,0,243
125-Clay County                                                                                     ,220-Hacker Elementary School                                                                        ,47,33,40,43,37,47,37,0,0,0,0,0,0,0,284
125-Clay County                                                                                     ,500-Manchester Elementary School                                                                    ,77,77,62,67,64,61,53,0,0,0,0,0,0,0,461
125-Clay County                                                                                     ,570-Oneida Elementary School                                                                        ,24,13,26,20,16,20,13,0,0,0,0,0,0,0,132
125-Clay County                                                                                     ,580-Paces Creek Elementary                                                                          ,51,49,38,55,52,47,46,0,0,0,0,0,0,0,338
TOTALS for Clay County                                                                              ,                                                                                                    ,313,286,272,302,271,267,252,248,272,280,248,219,215,1,3446
131-Clinton County                                                                                  ,015-Albany Elementary School                                                                        ,0,138,125,131,136,0,0,0,0,0,0,0,0,0,530
131-Clinton County                                                                                  ,016-Foothills Academy                                                                               ,0,0,0,0,0,0,0,0,2,15,18,18,5,0,58
131-Clinton County                                                                                  ,020-Clinton County Early Childhood Center                                                           ,158,12,0,0,0,0,0,0,0,0,0,0,0,0,170
131-Clinton County                                                                                  ,045-Clinton County Middle School                                                                    ,0,0,0,0,0,116,139,140,140,0,0,0,0,0,535
131-Clinton County                                                                                  ,050-Clinton County High School                                                                      ,0,0,0,0,0,0,0,0,0,134,113,127,95,0,469
TOTALS for Clinton County                                                                           ,                                                                                                    ,158,150,125,131,136,116,139,140,142,149,131,145,100,0,1762
132-Cloverport Independent                                                                          ,010-Frederick Fraize High School                                                                    ,0,0,0,0,0,0,0,0,0,26,36,28,20,0,110
132-Cloverport Independent                                                                          ,020-William H Natcher Elementary School                                                             ,25,27,25,31,39,21,0,0,0,0,0,0,0,0,168
132-Cloverport Independent                                                                          ,025-Frederick Fraize Middle School                                                                  ,0,0,0,0,0,0,43,30,26,0,0,0,0,0,99
TOTALS for Cloverport Independent                                                                   ,                                                                                                    ,25,27,25,31,39,21,43,30,26,26,36,28,20,0,377
133-Corbin Independent                                                                              ,012-Corbin Educational Center                                                                       ,0,0,0,0,0,0,0,1,7,8,5,4,3,0,28
133-Corbin Independent                                                                              ,017-Corbin Elementary                                                                               ,0,0,0,217,217,1,0,0,0,0,0,0,0,0,435
133-Corbin Independent                                                                              ,018-Corbin Intermediate                                                                             ,0,0,0,0,0,199,265,0,0,0,0,0,0,0,464
133-Corbin Independent                                                                              ,040-Corbin High School                                                                              ,0,0,0,0,0,0,0,0,0,236,222,211,202,2,873
133-Corbin Independent                                                                              ,050-Corbin Middle School                                                                            ,0,0,0,0,0,0,0,267,232,0,0,0,0,0,499
133-Corbin Independent                                                                              ,070-Corbin Primary                                                                                  ,225,212,218,0,0,0,0,0,0,0,0,0,0,0,655
133-Corbin Independent                                                                              ,998-Homebound Elementary                                                                            ,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5
133-Corbin Independent                                                                              ,999-Homebound Secondary                                                                             ,0,0,0,0,0,0,0,0,0,3,3,4,1,0,11
TOTALS for Corbin Independent                                                                       ,                                                                                                    ,225,212,219,217,217,200,267,270,239,247,230,219,206,2,2970
134-Covington Independent                                                                           ,011-COVINGTON ADULT HIGH SCHOOL                                                                     ,0,0,0,0,0,0,0,0,0,2,4,9,24,0,39
134-Covington Independent                                                                           ,013-Transformational Learning Center                                                                ,0,0,0,1,0,2,4,13,8,14,13,4,1,0,60
134-Covington Independent                                                                           ,017-Holmes Middle School                                                                            ,0,0,0,0,0,0,292,241,246,0,0,0,0,0,779
134-Covington Independent                                                                           ,019-Holmes High School                                                                              ,0,0,0,0,0,0,0,0,0,283,235,204,166,0,888
134-Covington Independent                                                                           ,110-John G Carlisle Elementary                                                                      ,130,101,94,79,58,63,0,0,0,0,0,0,0,0,525
134-Covington Independent                                                                           ,115-Latonia Elementary School                                                                       ,85,63,71,59,72,50,0,0,0,0,0,0,0,0,400
134-Covington Independent                                                                           ,150-Ninth District Elementary                                                                       ,72,67,59,66,59,67,0,0,0,0,0,0,0,0,390
134-Covington Independent                                                                           ,160-Glenn O Swing Elementary                                                                        ,91,73,67,81,62,71,0,0,0,0,0,0,0,0,445
134-Covington Independent                                                                           ,170-Sixth District Elementary School                                                                ,103,112,75,87,74,76,0,0,0,0,0,0,0,0,527
TOTALS for Covington Independent                                                                    ,                                                                                                    ,481,416,366,373,325,329,296,254,254,299,252,217,191,0,4053
135-Crittenden County                                                                               ,020-Crittenden County High School                                                                   ,0,0,0,0,0,0,0,0,0,109,106,83,78,0,376
135-Crittenden County                                                                               ,022-Pathway Academy High School                                                                     ,0,0,0,0,0,0,0,0,0,0,0,2,8,0,10
135-Crittenden County                                                                               ,025-Crittenden County Middle School                                                                 ,0,0,0,0,0,0,92,85,111,0,0,0,0,0,288
135-Crittenden County                                                                               ,100-Crittenden County Elementary School                                                             ,116,131,88,106,105,91,0,0,0,0,0,0,0,0,637
TOTALS for Crittenden County                                                                        ,                                                                                                    ,116,131,88,106,105,91,92,85,111,109,106,85,86,0,1311
141-Cumberland County                                                                               ,070-Cumberland County Elementary School                                                             ,90,96,74,76,75,80,0,0,0,0,0,0,0,0,491
141-Cumberland County                                                                               ,075-Cumberland County Middle School                                                                 ,0,0,0,0,0,0,70,77,73,0,0,0,0,0,220
141-Cumberland County                                                                               ,080-Cumberland County High School                                                                   ,0,0,0,0,0,0,1,0,0,59,86,83,82,0,311
TOTALS for Cumberland County                                                                        ,                                                                                                    ,90,96,74,76,75,80,71,77,73,59,86,83,82,0,1022
143-Danville Independent                                                                            ,005-Bate Middle School                                                                              ,0,0,0,0,0,0,137,145,124,0,0,0,0,0,406
143-Danville Independent                                                                            ,030-Danville High School                                                                            ,0,0,0,0,0,0,0,0,0,119,137,129,147,4,536
143-Danville Independent                                                                            ,040-Hogsett Elementary School                                                                       ,62,46,43,43,54,43,0,0,0,0,0,0,0,0,291
143-Danville Independent                                                                            ,060-Toliver Elementary School                                                                       ,47,54,56,51,60,42,0,0,0,0,0,0,0,0,310
143-Danville Independent                                                                            ,110-Jennie Rogers Elementary School                                                                 ,54,49,47,40,50,49,0,0,0,0,0,0,0,0,289
143-Danville Independent                                                                            ,350-Sunrise Children's Services                                                                     ,0,2,0,1,4,1,5,2,2,2,0,0,1,0,20
TOTALS for Danville Independent                                                                     ,                                                                                                    ,163,151,146,135,168,135,142,147,126,121,137,129,148,4,1852
145-Daviess County                                                                                  ,005-Apollo High School                                                                              ,0,0,0,0,0,0,0,0,0,390,327,342,293,4,1356
145-Daviess County                                                                                  ,006-Meadow Lands Elementary School                                                                  ,88,93,100,75,88,96,0,0,0,0,0,0,0,0,540
145-Daviess County                                                                                  ,007-East View Elementary School                                                                     ,77,71,69,72,64,77,0,0,0,0,0,0,0,0,430
145-Daviess County                                                                                  ,008-F T Burns Middle School                                                                         ,0,0,0,0,0,0,270,263,253,0,0,0,0,0,786
145-Daviess County                                                                                  ,010-Daviess County High School                                                                      ,0,0,0,0,0,0,0,0,0,460,397,396,332,0,1585
145-Daviess County                                                                                  ,011-Southern Oaks Elementary School                                                                 ,55,72,48,53,60,58,0,0,0,0,0,0,0,0,346
145-Daviess County                                                                                  ,020-Daviess County Middle School                                                                    ,0,0,0,0,0,0,304,277,302,0,0,0,0,0,883
145-Daviess County                                                                                  ,025-Highland Elementary School                                                                      ,92,133,95,101,77,90,0,0,0,0,0,0,0,0,588
145-Daviess County                                                                                  ,040-Deer Park Elementary School                                                                     ,102,106,99,105,88,82,0,0,0,0,0,0,0,0,582
145-Daviess County                                                                                  ,070-Sorgho Elementary School                                                                        ,61,73,63,71,64,72,0,0,0,0,0,0,0,0,404
145-Daviess County                                                                                  ,085-Audubon Elementary School                                                                       ,90,89,80,81,74,58,0,0,0,0,0,0,0,0,472
145-Daviess County                                                                                  ,095-Tamarack Elementary School                                                                      ,57,96,69,72,76,70,0,0,0,0,0,0,0,0,440
145-Daviess County                                                                                  ,130-West Louisville Elementary School                                                               ,53,58,67,61,48,55,0,0,0,0,0,0,0,0,342
145-Daviess County                                                                                  ,140-Whitesville Elementary School                                                                   ,60,68,58,69,56,56,0,0,0,0,0,0,0,0,367
145-Daviess County                                                                                  ,145-F T Burns Elementary School                                                                     ,99,91,80,96,83,69,0,0,0,0,0,0,0,0,518
145-Daviess County                                                                                  ,150-Country Heights Elementary School                                                               ,61,70,67,60,58,56,0,0,0,0,0,0,0,0,372
145-Daviess County                                                                                  ,155-College View Middle School                                                                      ,0,0,0,0,0,0,284,272,289,0,0,0,0,0,845
145-Daviess County                                                                                  ,160-Owensboro Treatment Center Alternative                                                          ,0,0,0,0,0,0,0,0,3,10,20,16,9,0,58
145-Daviess County                                                                                  ,170-Valley High School                                                                              ,0,0,0,0,0,0,0,0,0,8,3,1,0,0,12
145-Daviess County                                                                                  ,175-Valley Elementary School                                                                        ,0,3,6,4,1,2,3,2,6,0,0,0,0,0,27
145-Daviess County                                                                                  ,180-Beacon Central Alternative High School                                                          ,0,0,0,0,0,0,0,0,0,0,5,30,89,0,124
TOTALS for Daviess County                                                                           ,                                                                                                    ,895,1023,901,920,837,841,861,814,853,868,752,785,723,4,11077
146-Dawson Springs Independent                                                                      ,017-Dawson Springs Elementary                                                                       ,53,45,54,47,54,46,47,0,0,0,0,0,0,0,346
146-Dawson Springs Independent                                                                      ,018-Dawson Springs Jr. High/High School                                                             ,0,0,0,0,0,0,0,61,47,54,42,39,66,1,310
TOTALS for Dawson Springs Independent                                                               ,                                                                                                    ,53,45,54,47,54,46,47,61,47,54,42,39,66,1,656
147-Dayton Independent                                                                              ,010-Dayton High School                                                                              ,0,0,0,0,0,0,0,73,77,48,47,51,55,1,352
147-Dayton Independent                                                                              ,030-Lincoln Elementary School                                                                       ,81,88,88,72,78,59,71,0,0,0,0,0,0,0,537
TOTALS for Dayton Independent                                                                       ,                                                                                                    ,81,88,88,72,78,59,71,73,77,48,47,51,55,1,889
149-East Bernstadt Independent                                                                      ,010-East Bernstadt Elementary School                                                                ,64,48,59,66,66,67,59,33,38,0,0,0,0,0,500
TOTALS for East Bernstadt Independent                                                               ,                                                                                                    ,64,48,59,66,66,67,59,33,38,0,0,0,0,0,500
151-Edmonson County                                                                                 ,020-South Edmonson Elementary School                                                                ,90,79,86,90,84,0,0,0,0,0,0,0,0,0,429
151-Edmonson County                                                                                 ,022-Edmonson County 5/6 Center                                                                      ,0,0,0,0,0,144,140,1,0,0,0,0,0,0,285
151-Edmonson County                                                                                 ,023-Edmonson County Great Onyx High School                                                          ,0,0,0,0,0,0,0,0,0,0,0,0,121,0,121
151-Edmonson County                                                                                 ,050-Edmonson County Middle School                                                                   ,0,0,0,0,0,0,0,146,137,0,0,0,0,0,283
151-Edmonson County                                                                                 ,060-Edmonson County High School                                                                     ,0,0,0,0,0,0,0,0,0,154,155,148,165,1,623
151-Edmonson County                                                                                 ,080-Kyrock Elementary School                                                                        ,62,60,50,59,53,0,0,0,0,0,0,0,0,0,284
TOTALS for Edmonson County                                                                          ,                                                                                                    ,152,139,136,149,137,144,140,147,137,154,155,148,286,1,2025
152-Elizabethtown Independent                                                                       ,010-Elizabethtown High School                                                                       ,0,0,0,0,0,0,0,0,0,243,207,168,186,1,805
152-Elizabethtown Independent                                                                       ,015-Helmwood Heights Elementary School                                                              ,0,84,92,91,73,91,0,0,0,0,0,0,0,0,431
152-Elizabethtown Independent                                                                       ,020-Morningside Elementary School                                                                   ,0,103,93,99,100,94,0,0,0,0,0,0,0,0,489
152-Elizabethtown Independent                                                                       ,025-Panther Academy                                                                                 ,202,0,0,0,0,0,0,0,0,0,0,0,0,0,202
152-Elizabethtown Independent                                                                       ,035-Talton K Stone Middle School                                                                    ,0,0,0,0,0,0,179,195,174,0,0,0,0,0,548
152-Elizabethtown Independent                                                                       ,045-Glen Dale Center                                                                                ,0,0,0,0,0,0,0,0,3,5,5,3,1,0,17
TOTALS for Elizabethtown Independent                                                                ,                                                                                                    ,202,187,185,190,173,185,179,195,177,248,212,171,187,1,2492
155-Elliott County                                                                                  ,140-Isonville Elementary School                                                                     ,20,18,21,11,11,10,17,0,0,0,0,0,0,0,108
155-Elliott County                                                                                  ,160-Lakeside Elementary School                                                                      ,30,33,23,16,27,32,33,0,0,0,0,0,0,0,194
155-Elliott County                                                                                  ,270-Sandy Hook Elementary School                                                                    ,37,40,40,43,51,37,49,0,0,0,0,0,0,0,297
155-Elliott County                                                                                  ,280-Elliott County High School                                                                      ,0,0,0,0,0,0,0,69,81,78,97,74,68,0,467
TOTALS for Elliott County                                                                           ,                                                                                                    ,87,91,84,70,89,79,99,69,81,78,97,74,68,0,1066
156-Eminence Independent                                                                            ,010-Eminence High School                                                                            ,0,0,0,0,0,57,42,43,39,31,37,34,28,0,311
156-Eminence Independent                                                                            ,020-Eminence Elementary School                                                                      ,66,49,51,46,58,0,0,0,0,0,0,0,0,0,270
156-Eminence Independent                                                                            ,021-Whitney Young                                                                                   ,0,0,0,0,0,0,0,0,0,0,0,6,128,0,134
TOTALS for Eminence Independent                                                                     ,                                                                                                    ,66,49,51,46,58,57,42,43,39,31,37,40,156,0,715
157-Erlanger-Elsmere Independent                                                                    ,003-Lindeman Elementary School                                                                      ,67,50,60,47,61,54,0,0,0,0,0,0,0,0,339
157-Erlanger-Elsmere Independent                                                                    ,005-Arnett Elementary School                                                                        ,42,40,44,34,46,38,0,0,0,0,0,0,0,0,244
157-Erlanger-Elsmere Independent                                                                    ,010-Howell Elementary School                                                                        ,52,53,39,47,38,50,0,0,0,0,0,0,0,0,279
157-Erlanger-Elsmere Independent                                                                    ,030-Lloyd High School                                                                               ,0,0,0,0,0,0,0,0,0,161,151,122,126,2,562
157-Erlanger-Elsmere Independent                                                                    ,050-Miles Elementary School                                                                         ,50,50,55,53,31,48,0,0,0,0,0,0,0,0,287
