8/1/2013,,,,,,,,,,,,,,,,
KENTUCKY DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,
SUPERINTENDENT'S ANNUAL ATTENDANCE REPORT,,,,,,,,,,,,,,,,
"ENROLLMENT BY DISTRICT, SCHOOL AND GRADE",,,,,,,,,,,,,,,,
For School Year 12-13,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DISTRICT,SCHOOL,EL,1,2,3,4,5,6,7,8,9,10,11,12,EC,TOTAL
TOTALS for Beechwood Independent                                                                    ,                                                                                                    ,79,74,86,94,86,106,90,106,109,102,102,91,84,2,1211
031-Bell County                                                                                     ,012-Bell Central School Center                                                                      ,72,71,59,58,47,67,77,72,87,0,0,0,0,0,610
031-Bell County                                                                                     ,013-Page School Center                                                                              ,46,51,44,55,53,46,47,51,50,0,0,0,0,0,443
031-Bell County                                                                                     ,040-Bell County High School                                                                         ,0,0,0,0,0,0,0,0,0,233,186,200,196,2,817
031-Bell County                                                                                     ,180-Frakes School Center                                                                            ,16,22,19,18,19,16,14,13,9,0,0,0,0,0,146
031-Bell County                                                                                     ,250-Lone Jack School Center                                                                         ,19,28,21,22,20,26,28,21,24,0,0,0,0,0,209
031-Bell County                                                                                     ,340-Bell County Alternative School                                                                  ,0,0,0,0,0,0,1,1,1,5,8,3,4,0,23
031-Bell County                                                                                     ,345-Right Fork School Center                                                                        ,28,30,18,28,33,20,32,29,26,0,0,0,0,0,244
031-Bell County                                                                                     ,390-Yellow Creek School Center                                                                      ,72,52,62,67,64,45,57,48,51,0,0,0,0,0,518
TOTALS for Bell County                                                                              ,                                                                                                    ,253,254,223,248,236,220,256,235,248,238,194,203,200,2,3010
032-Bellevue Independent                                                                            ,010-Bellevue High School                                                                            ,0,0,0,0,0,0,0,65,65,74,56,51,51,0,362
032-Bellevue Independent                                                                            ,020-Grandview Elementary School                                                                     ,75,69,58,50,58,60,51,0,0,0,0,0,0,0,421
TOTALS for Bellevue Independent                                                                     ,                                                                                                    ,75,69,58,50,58,60,51,65,65,74,56,51,51,0,783
034-Berea Independent                                                                               ,010-Berea Community Elementary School                                                               ,75,103,86,83,73,79,0,0,0,0,0,0,0,0,499
034-Berea Independent                                                                               ,015-Berea Community Middle School                                                                   ,0,0,0,0,0,0,89,83,116,0,0,0,0,0,288
034-Berea Independent                                                                               ,020-Berea Community High School                                                                     ,0,0,0,0,0,0,0,0,0,90,77,77,67,2,313
TOTALS for Berea Independent                                                                        ,                                                                                                    ,75,103,86,83,73,79,89,83,116,90,77,77,67,2,1100
035-Boone County                                                                                    ,005-A M Yealey Elementary School                                                                    ,90,90,93,106,107,118,0,0,0,0,0,0,0,0,604
035-Boone County                                                                                    ,006-Erpenbeck Elementary School                                                                     ,102,124,116,119,107,103,0,0,0,0,0,0,0,0,671
035-Boone County                                                                                    ,008-North Pointe Elementary School                                                                  ,59,95,76,89,86,87,0,0,0,0,0,0,0,0,492
035-Boone County                                                                                    ,010-Camp Ernst Middle School                                                                        ,0,0,0,0,0,0,376,318,329,0,0,0,0,0,1023
035-Boone County                                                                                    ,011-Shirley Mann Elementary School                                                                  ,107,135,121,161,158,150,0,0,0,0,0,0,0,0,832
035-Boone County                                                                                    ,012-Thornwilde Elementary School                                                                    ,88,105,112,102,112,102,0,0,0,0,0,0,0,0,621
035-Boone County                                                                                    ,015-Randall K. Cooper High School                                                                   ,0,0,0,0,0,0,0,0,0,314,276,276,247,2,1115
035-Boone County                                                                                    ,017-Longbranch Elementary School                                                                    ,120,145,140,143,146,120,0,0,0,0,0,0,0,0,814
035-Boone County                                                                                    ,020-Rector A. Jones Middle School                                                                   ,0,0,0,0,0,0,257,249,206,0,0,0,0,0,712
035-Boone County                                                                                    ,030-Boone County High School                                                                        ,0,0,0,0,0,0,0,0,0,460,351,350,323,1,1485
035-Boone County                                                                                    ,040-Burlington Elementary School                                                                    ,116,146,159,136,148,160,0,0,0,0,0,0,0,0,865
035-Boone County                                                                                    ,041-Charles H. Kelly Elementary School                                                              ,41,37,43,47,40,36,0,0,0,0,0,0,0,0,244
035-Boone County                                                                                    ,043-Conner Middle School                                                                            ,0,0,0,0,0,0,369,363,376,0,0,0,0,0,1108
035-Boone County                                                                                    ,045-Conner High School                                                                              ,0,0,0,0,0,0,0,0,0,368,297,316,278,4,1263
035-Boone County                                                                                    ,050-Florence Elementary School                                                                      ,117,126,120,101,106,87,0,0,0,0,0,0,0,0,657
035-Boone County                                                                                    ,055-Chester Goodridge Elementary School                                                             ,109,133,134,152,141,129,0,0,0,0,0,0,0,0,798
035-Boone County                                                                                    ,065-Hillard Collins Elementary School                                                               ,132,127,112,105,116,110,0,0,0,0,0,0,0,0,702
035-Boone County                                                                                    ,071-Larry A. Ryle High School                                                                       ,0,0,0,0,0,0,0,0,0,497,441,394,389,1,1722
035-Boone County                                                                                    ,075-Gray Middle School                                                                              ,0,0,0,0,0,0,373,348,362,0,0,0,0,0,1083
035-Boone County                                                                                    ,080-New Haven Elementary School                                                                     ,123,119,119,128,136,126,0,0,0,0,0,0,0,0,751
035-Boone County                                                                                    ,081-Ockerman Elementary School                                                                      ,132,186,114,145,111,163,0,0,0,0,0,0,0,0,851
035-Boone County                                                                                    ,083-Stephens Elementary School                                                                      ,127,108,109,122,128,122,0,0,0,0,0,0,0,0,716
035-Boone County                                                                                    ,085-Ockerman Middle School                                                                          ,0,0,0,0,0,0,325,303,279,0,0,0,0,0,907
TOTALS for Boone County                                                                             ,                                                                                                    ,1463,1676,1568,1656,1642,1613,1700,1581,1552,1639,1365,1336,1237,8,20036
041-Bourbon County                                                                                  ,010-Bourbon Central Elementary School                                                               ,96,113,86,97,87,104,0,0,0,0,0,0,0,0,583
041-Bourbon County                                                                                  ,030-Cane Ridge Elementary School                                                                    ,88,70,94,72,68,79,0,0,0,0,0,0,0,0,471
041-Bourbon County                                                                                  ,090-North Middletown Elementary School                                                              ,24,30,19,33,22,26,0,0,0,0,0,0,0,0,154
041-Bourbon County                                                                                  ,110-Bourbon County High School                                                                      ,0,0,0,0,0,0,0,0,2,242,203,245,203,0,895
041-Bourbon County                                                                                  ,120-Bourbon County Middle School                                                                    ,0,0,0,0,0,0,206,204,216,0,0,0,0,0,626
TOTALS for Bourbon County                                                                           ,                                                                                                    ,208,213,199,202,177,209,206,204,218,242,203,245,203,0,2729
042-Bowling Green Independent                                                                       ,010-Dishman McGinnis Elementary School                                                              ,45,68,62,53,69,66,0,0,0,0,0,0,0,0,363
042-Bowling Green Independent                                                                       ,011-Childrens Crisis Stabilization Uni                                                              ,0,0,1,2,0,3,1,4,2,7,3,3,1,0,27
042-Bowling Green Independent                                                                       ,013-Juvenile Justice                                                                                ,0,0,0,0,0,0,0,0,4,15,14,9,7,0,49
042-Bowling Green Independent                                                                       ,015-Group Effort                                                                                    ,0,0,0,0,0,1,0,3,2,4,5,2,3,0,20
042-Bowling Green Independent                                                                       ,057-Parker-Bennett-Curry School                                                                     ,71,71,61,59,54,54,0,0,0,0,0,0,0,0,370
042-Bowling Green Independent                                                                       ,060-Potter Gray Elementary                                                                          ,85,87,74,75,68,71,0,0,0,0,0,0,0,0,460
042-Bowling Green Independent                                                                       ,065-Bowling Green Junior High                                                                       ,0,0,0,0,0,0,304,295,308,0,0,0,0,0,907
042-Bowling Green Independent                                                                       ,070-Bowling Green High School                                                                       ,0,0,0,0,0,0,0,0,0,345,295,299,246,2,1187
042-Bowling Green Independent                                                                       ,080-T C Cherry Elementary School                                                                    ,47,42,57,53,38,56,0,0,0,0,0,0,0,0,293
042-Bowling Green Independent                                                                       ,090-W R McNeill Elementary School                                                                   ,75,69,71,74,61,72,0,0,0,0,0,0,0,0,422
042-Bowling Green Independent                                                                       ,098-The Academy at 11th Street                                                                      ,0,0,0,0,0,0,5,2,0,4,6,1,5,0,23
TOTALS for Bowling Green Independent                                                                ,                                                                                                    ,323,337,326,316,290,323,310,304,316,375,323,314,262,2,4121
045-Boyd County                                                                                     ,010-Boyd County High School                                                                         ,0,0,0,0,0,0,0,0,0,246,254,226,203,1,930
045-Boyd County                                                                                     ,020-Cannonsburg Elementary School                                                                   ,52,74,64,62,65,54,0,0,0,0,0,0,0,0,371
045-Boyd County                                                                                     ,035-Boyd County Middle School                                                                       ,0,0,0,0,0,0,252,258,224,0,0,0,0,0,734
045-Boyd County                                                                                     ,080-Summit Elementary School                                                                        ,81,80,83,92,85,81,0,0,0,0,0,0,0,0,502
045-Boyd County                                                                                     ,085-Ramey-Estep High School                                                                         ,0,0,0,0,0,0,0,6,9,19,46,33,14,0,127
045-Boyd County                                                                                     ,095-Catlettsburg Elementary School                                                                  ,42,45,43,49,46,42,0,0,0,0,0,0,0,0,267
045-Boyd County                                                                                     ,097-Ponderosa Elementary School                                                                     ,74,73,73,62,73,63,0,0,0,0,0,0,0,0,418
TOTALS for Boyd County                                                                              ,                                                                                                    ,249,272,263,265,269,240,252,264,233,265,300,259,217,1,3349
051-Boyle County                                                                                    ,003-Boyle County Middle School                                                                      ,0,0,0,0,0,0,208,245,200,0,0,0,0,0,653
051-Boyle County                                                                                    ,005-Boyle County High School                                                                        ,0,0,0,0,0,0,0,0,9,225,219,200,218,2,873
051-Boyle County                                                                                    ,040-Junction City Elementary School                                                                 ,63,63,58,56,65,58,0,0,0,0,0,0,0,0,363
051-Boyle County                                                                                    ,050-Woodlawn Elementary School                                                                      ,96,86,94,90,78,107,0,0,0,0,0,0,0,0,551
051-Boyle County                                                                                    ,080-Perryville Elementary School                                                                    ,46,36,47,36,44,43,0,0,0,0,0,0,0,0,252
TOTALS for Boyle County                                                                             ,                                                                                                    ,205,185,199,182,187,208,208,245,209,225,219,200,218,2,2692
055-Bracken County                                                                                  ,010-Bracken County High School                                                                      ,0,0,0,0,0,0,0,0,0,93,84,90,73,0,340
055-Bracken County                                                                                  ,050-Taylor Elementary School                                                                        ,109,103,86,92,103,92,0,0,0,0,0,0,0,0,585
055-Bracken County                                                                                  ,060-Bracken County Middle School                                                                    ,0,0,0,0,0,0,110,84,102,0,0,0,0,0,296
TOTALS for Bracken County                                                                           ,                                                                                                    ,109,103,86,92,103,92,110,84,102,93,84,90,73,0,1221
061-Breathitt County                                                                                ,030-Highland-Turner Elementary School                                                               ,34,36,28,28,32,20,25,19,0,0,0,0,0,0,222
061-Breathitt County                                                                                ,031-BREATHITT CO. JUVENILE DET. CTR.                                                                ,0,0,0,0,0,0,0,2,2,14,12,7,3,0,40
061-Breathitt County                                                                                ,032-Breathitt Residential Treatment Center                                                          ,0,2,2,0,0,0,0,2,4,1,1,0,2,0,14
061-Breathitt County                                                                                ,033-CADET LEADERSHIP EDUCATION PROGRAM                                                              ,0,0,0,0,0,0,0,0,0,11,6,12,7,0,36
061-Breathitt County                                                                                ,060-Breathitt County High School                                                                    ,0,0,0,0,0,0,0,0,0,144,171,162,167,3,647
061-Breathitt County                                                                                ,150-LBJ Elementary School                                                                           ,97,90,84,63,57,83,69,60,0,0,0,0,0,0,603
061-Breathitt County                                                                                ,185-Marie Roberts-Caney Elementary School                                                           ,45,48,34,48,40,37,39,35,0,0,0,0,0,0,326
061-Breathitt County                                                                                ,270-Rousseau Elementary School                                                                      ,17,11,11,12,18,10,5,5,0,0,0,0,0,0,89
061-Breathitt County                                                                                ,390-Sebastian Middle School                                                                         ,0,0,0,0,0,0,0,0,164,145,0,0,0,0,309
TOTALS for Breathitt County                                                                         ,                                                                                                    ,193,187,159,151,147,150,138,123,170,315,190,181,179,3,2286
065-Breckinridge County                                                                             ,010-Breckinridge County High School                                                                 ,0,0,0,0,0,0,0,0,0,218,222,228,226,1,895
065-Breckinridge County                                                                             ,020-Hardinsburg Elementary School                                                                   ,74,72,75,75,80,80,0,0,0,0,0,0,0,0,456
065-Breckinridge County                                                                             ,030-Ben Johnson Elementary School                                                                   ,31,35,30,31,35,36,0,0,0,0,0,0,0,0,198
065-Breckinridge County                                                                             ,040-Custer Elementary School                                                                        ,36,39,36,38,25,28,0,0,0,0,0,0,0,0,202
065-Breckinridge County                                                                             ,050-Irvington Elementary School                                                                     ,72,61,60,60,61,58,0,0,0,0,0,0,0,0,372
065-Breckinridge County                                                                             ,100-Breckinridge County Middle School                                                               ,0,0,0,0,0,0,220,212,202,0,0,0,0,0,634
TOTALS for Breckinridge County                                                                      ,                                                                                                    ,213,207,201,204,201,202,220,212,202,218,222,228,226,1,2757
071-Bullitt County                                                                                  ,005-Bernheim Middle School                                                                          ,0,0,0,0,0,0,165,176,166,0,0,0,0,0,507
071-Bullitt County                                                                                  ,006-Freedom Elementary School                                                                       ,83,65,68,82,96,71,0,0,0,0,0,0,0,0,465
071-Bullitt County                                                                                  ,007-Zoneton Middle School                                                                           ,0,0,0,0,0,0,181,193,183,0,0,0,0,0,557
071-Bullitt County                                                                                  ,008-Shepherdsville Elementary                                                                       ,94,89,78,97,90,87,0,0,0,0,0,0,0,0,535
071-Bullitt County                                                                                  ,009-Eastside Middle School                                                                          ,0,0,0,0,0,0,188,209,194,0,0,0,0,0,591
071-Bullitt County                                                                                  ,010-Brooks Elementary School                                                                        ,89,84,92,62,79,71,0,0,0,0,0,0,0,0,477
071-Bullitt County                                                                                  ,015-Bullitt Central High School                                                                     ,0,0,0,0,0,0,0,0,0,339,327,321,321,1,1309
071-Bullitt County                                                                                  ,016-Bullitt East High School                                                                        ,0,0,0,0,0,0,0,0,0,361,366,373,316,1,1417
071-Bullitt County                                                                                  ,018-Bullitt Lick Middle School                                                                      ,0,0,0,0,0,0,171,155,164,0,0,0,0,0,490
071-Bullitt County                                                                                  ,020-Cedar Grove Elementary                                                                          ,62,70,57,74,83,76,0,0,0,0,0,0,0,0,422
071-Bullitt County                                                                                  ,025-Hebron Middle School                                                                            ,0,0,0,0,0,0,167,130,154,0,0,0,0,0,451
071-Bullitt County                                                                                  ,030-Lebanon Junction Elementary                                                                     ,71,78,72,80,73,72,0,0,0,0,0,0,0,0,446
071-Bullitt County                                                                                  ,032-Spring Meadows                                                                                  ,0,0,0,0,0,0,1,1,6,3,4,2,3,0,20
071-Bullitt County                                                                                  ,045-Maryville Elementary School                                                                     ,59,52,49,52,61,54,0,0,0,0,0,0,0,0,327
071-Bullitt County                                                                                  ,050-MT. Washington Middle School                                                                    ,0,0,0,0,0,0,177,166,177,0,0,0,0,0,520
071-Bullitt County                                                                                  ,055-MT. Washington Elementary                                                                       ,83,68,73,78,81,86,0,0,0,0,0,0,0,0,469
071-Bullitt County                                                                                  ,060-Crossroads Elementary                                                                           ,73,85,74,89,91,96,0,0,0,0,0,0,0,0,508
071-Bullitt County                                                                                  ,065-Pleasant Grove Elementary School                                                                ,106,81,86,89,110,75,0,0,0,0,0,0,0,0,547
071-Bullitt County                                                                                  ,070-Nichols Elementary                                                                              ,18,31,28,21,29,31,0,0,0,0,0,0,0,0,158
071-Bullitt County                                                                                  ,075-North Bullitt High School                                                                       ,0,0,0,0,0,0,0,0,0,363,258,317,363,3,1304
071-Bullitt County                                                                                  ,078-Old Mill Elementary School                                                                      ,70,60,75,78,77,82,0,0,0,0,0,0,0,0,442
071-Bullitt County                                                                                  ,080-Overdale Elementary School                                                                      ,87,100,77,92,96,88,0,0,0,0,0,0,0,0,540
071-Bullitt County                                                                                  ,090-Roby Elementary School                                                                          ,94,66,95,75,65,62,0,0,0,0,0,0,0,0,457
071-Bullitt County                                                                                  ,120-Bullitt Alternative Center                                                                      ,0,0,0,0,0,0,1,3,6,8,1,1,3,0,23
TOTALS for Bullitt County                                                                           ,                                                                                                    ,989,929,924,969,1031,951,1051,1033,1050,1074,956,1014,1006,5,12982
072-Burgin Independent                                                                              ,010-Burgin High School                                                                              ,0,0,0,0,0,0,26,48,29,41,20,38,32,0,234
072-Burgin Independent                                                                              ,020-Burgin Elementary School                                                                        ,39,35,44,40,39,23,0,0,0,0,0,0,0,0,220
TOTALS for Burgin Independent                                                                       ,                                                                                                    ,39,35,44,40,39,23,26,48,29,41,20,38,32,0,454
075-Butler County                                                                                   ,030-Butler County High School                                                                       ,0,0,0,0,0,0,0,0,0,167,137,147,136,1,588
075-Butler County                                                                                   ,031-North Butler Elementary                                                                         ,54,53,54,64,46,54,0,0,0,0,0,0,0,0,325
