8/6/2010,,,,,,,,,,,,,,,,
KENTUCKY DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,
SUPERINTENDENT'S ANNUAL ATTENDANCE REPORT,,,,,,,,,,,,,,,,
"ENROLLMENT BY DISTRICT, SCHOOL AND GRADE",,,,,,,,,,,,,,,,
For School Year 09-10,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DISTRICT,SCHOOL,EL,1,2,3,4,5,6,7,8,9,10,11,12,EC,TOTAL
275-Jefferson County Public Schools                                                                 ,580-SEMPLE ELEMENTARY                                                                               ,101,83,85,83,98,81,0,0,0,0,0,0,0,0,531
275-Jefferson County Public Schools                                                                 ,590-The Academy @ Shawnee                                                                           ,0,0,0,0,0,0,0,0,0,185,150,108,118,0,561
275-Jefferson County Public Schools                                                                 ,610-SHELBY TRADITIONAL ACADEMY                                                                      ,112,104,105,105,119,96,0,0,0,0,0,0,0,0,641
275-Jefferson County Public Schools                                                                 ,620-Frederick Law Olmsted Academy North                                                             ,0,0,0,0,0,0,331,257,243,0,0,0,0,0,831
275-Jefferson County Public Schools                                                                 ,660-COLERIDGE-TAYLOR ELEMENTARY                                                                     ,104,112,107,116,81,79,0,0,0,0,0,0,0,0,599
275-Jefferson County Public Schools                                                                 ,680-CARTER ELEMENTARY                                                                               ,97,88,97,104,101,103,0,0,0,0,0,0,0,0,590
275-Jefferson County Public Schools                                                                 ,710-WESTERN MIDDLE                                                                                  ,0,0,0,0,0,0,159,165,153,0,0,0,0,0,477
275-Jefferson County Public Schools                                                                 ,720-KENNEDY ELEMENTARY MONTESSORI                                                                   ,92,105,87,81,93,84,0,0,0,0,0,0,0,0,542
275-Jefferson County Public Schools                                                                 ,730-Frederick Law Olmsted Academy South                                                             ,0,0,0,0,0,0,332,246,239,0,0,0,0,0,817
275-Jefferson County Public Schools                                                                 ,768-HOME OF THE INNOCENTS ELEM                                                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275-Jefferson County Public Schools                                                                 ,769-HOME OF THE INNOCENTS HIGH                                                                      ,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5
275-Jefferson County Public Schools                                                                 ,784-Peace Academy School                                                                            ,4,4,6,9,3,8,16,19,17,43,49,17,24,0,219
275-Jefferson County Public Schools                                                                 ,916-WESTPORT TAPP                                                                                   ,0,0,0,0,0,0,0,0,3,13,35,46,57,0,154
275-Jefferson County Public Schools                                                                 ,917-CHURCHILL PARK REHAB                                                                            ,3,4,4,3,6,9,5,5,6,7,11,11,4,17,95
275-Jefferson County Public Schools                                                                 ,920-AHRENS EDUCATIONAL RESOURCE                                                                     ,0,0,0,0,0,0,0,0,0,0,0,0,4,30,34
275-Jefferson County Public Schools                                                                 ,951-Jefferson County High School                                                                    ,0,0,0,0,0,0,0,0,0,85,186,248,386,0,905
275-Jefferson County Public Schools                                                                 ,998-Homebound Elementary                                                                            ,1,4,0,3,2,0,0,0,0,0,0,0,0,0,10
275-Jefferson County Public Schools                                                                 ,999-Homebound Secondary                                                                             ,0,0,0,0,0,0,2,1,3,3,6,3,5,7,30
TOTALS for Jefferson County Public Schools                                                          ,                                                                                                    ,7591,7751,7705,8098,7964,7342,7485,7162,7022,8716,7796,6723,6340,157,97852
276-Jenkins Independent                                                                             ,011-Jenkins Independent School                                                                      ,54,27,51,39,35,36,51,51,46,61,56,43,38,0,588
TOTALS for Jenkins Independent                                                                      ,                                                                                                    ,54,27,51,39,35,36,51,51,46,61,56,43,38,0,588
281-Jessamine County                                                                                ,018-Hattie C. Warner Elementary School                                                              ,0,139,105,106,103,119,0,0,0,0,0,0,0,0,572
281-Jessamine County                                                                                ,019-West Jessamine High School                                                                      ,0,0,0,0,0,0,0,0,0,294,279,259,216,3,1051
281-Jessamine County                                                                                ,021-East Jessamine High School                                                                      ,0,0,0,0,0,0,0,0,0,319,272,269,255,6,1121
281-Jessamine County                                                                                ,022-Jessamine Early Learning Village                                                                ,607,0,0,0,0,0,0,0,0,0,0,0,0,0,607
281-Jessamine County                                                                                ,023-The Providence School                                                                           ,0,0,0,0,0,0,7,11,14,18,43,35,37,0,165
281-Jessamine County                                                                                ,025-East Jessamine Middle School                                                                    ,0,0,0,0,0,0,314,284,282,0,0,0,0,0,880
281-Jessamine County                                                                                ,026-West Jessamine Middle School                                                                    ,0,0,0,0,0,0,285,256,273,0,0,0,0,0,814
281-Jessamine County                                                                                ,050-Nicholasville Elementary School                                                                 ,0,117,137,125,110,98,0,0,0,0,0,0,0,0,587
281-Jessamine County                                                                                ,060-Rosenwald Dunbar Elementary School                                                              ,0,101,117,111,126,105,0,0,0,0,0,0,0,0,560
281-Jessamine County                                                                                ,070-Brookside Elementary School                                                                     ,0,132,138,158,122,143,0,0,0,0,0,0,0,0,693
281-Jessamine County                                                                                ,090-Wilmore Elementary School                                                                       ,0,122,101,114,121,118,0,0,0,0,0,0,0,0,576
TOTALS for Jessamine County                                                                         ,                                                                                                    ,607,611,598,614,582,583,606,551,569,631,594,563,508,9,7626
285-Johnson County                                                                                  ,050-Johnson County Alternative School                                                               ,0,0,0,0,0,0,0,0,0,7,5,16,10,0,38
285-Johnson County                                                                                  ,060-Johnson County Middle School                                                                    ,0,0,0,0,0,0,0,263,278,0,0,0,0,0,541
285-Johnson County                                                                                  ,075-Central Elementary School                                                                       ,54,45,46,56,45,53,55,0,0,0,0,0,0,0,354
285-Johnson County                                                                                  ,100-Flat Gap Elementary School                                                                      ,47,47,52,44,41,48,45,0,0,0,0,0,0,0,324
285-Johnson County                                                                                  ,115-Johnson Central High School                                                                     ,0,0,0,0,0,0,0,0,0,277,309,245,237,0,1068
285-Johnson County                                                                                  ,250-Porter Elementary School                                                                        ,62,60,55,50,51,43,52,0,0,0,0,0,0,0,373
285-Johnson County                                                                                  ,270-Meade Memorial Elementary School                                                                ,26,18,25,30,29,22,27,0,0,0,0,0,0,0,177
285-Johnson County                                                                                  ,320-W R Castle Memorial Elementary School                                                           ,63,53,64,59,62,58,55,0,0,0,0,0,0,0,414
285-Johnson County                                                                                  ,340-Highland Elementary School                                                                      ,72,75,71,86,79,76,65,0,0,0,0,0,0,0,524
TOTALS for Johnson County                                                                           ,                                                                                                    ,324,298,313,325,307,300,299,263,278,284,314,261,247,0,3813
291-Kenton County                                                                                   ,005-Beechgrove Elementary School                                                                    ,103,116,103,137,98,107,0,0,0,0,0,0,0,0,664
291-Kenton County                                                                                   ,006-River Ridge Elementary School                                                                   ,193,167,136,162,150,149,0,0,0,0,0,0,0,0,957
291-Kenton County                                                                                   ,007-Summit View Elementary School                                                                   ,134,131,121,134,123,139,0,0,0,0,0,0,0,0,782
291-Kenton County                                                                                   ,008-Summit View Middle School                                                                       ,0,0,0,0,0,0,259,227,214,0,0,0,0,0,700
291-Kenton County                                                                                   ,020-James A Caywood Elementary School                                                               ,113,114,98,108,109,105,0,0,0,0,0,0,0,0,647
291-Kenton County                                                                                   ,040-Dixie Heights High School                                                                       ,0,0,0,0,0,0,0,0,0,359,392,352,324,3,1430
291-Kenton County                                                                                   ,045-R C Hinsdale Elementary School                                                                  ,100,114,117,125,124,124,0,0,0,0,0,0,0,0,704
291-Kenton County                                                                                   ,050-Kenton Elementary School                                                                        ,106,117,111,113,122,113,0,0,0,0,0,0,0,0,682
291-Kenton County                                                                                   ,055-Northern Ky Youth Dev Center                                                                    ,0,0,0,0,0,0,0,0,0,11,12,7,4,0,34
291-Kenton County                                                                                   ,060-Ft Wright Elementary School                                                                     ,101,83,84,76,68,64,0,0,0,0,0,0,0,0,476
291-Kenton County                                                                                   ,070-Piner Elementary School                                                                         ,49,65,55,82,58,47,0,0,0,0,0,0,0,0,356
291-Kenton County                                                                                   ,080-Ryland Heights Elementary School                                                                ,105,89,96,94,81,84,0,0,0,0,0,0,0,0,549
291-Kenton County                                                                                   ,090-Simon Kenton High School                                                                        ,0,0,0,0,0,0,0,0,0,464,398,364,346,6,1578
291-Kenton County                                                                                   ,100-Taylor Mill Elementary School                                                                   ,110,102,115,98,109,104,0,0,0,0,0,0,0,0,638
291-Kenton County                                                                                   ,103-Turkey Foot Middle School                                                                       ,0,0,0,0,0,0,309,301,275,0,0,0,0,0,885
291-Kenton County                                                                                   ,105-Twenhofel Middle School                                                                         ,0,0,0,0,0,0,253,278,278,0,0,0,0,0,809
291-Kenton County                                                                                   ,108-Woodland Middle School                                                                          ,0,0,0,0,0,0,251,266,215,0,0,0,0,0,732
291-Kenton County                                                                                   ,120-Scott High School                                                                               ,0,0,0,0,0,0,0,0,0,305,282,243,250,8,1088
291-Kenton County                                                                                   ,495-White's Tower Elementary School                                                                 ,86,82,76,85,89,82,0,0,0,0,0,0,0,0,500
291-Kenton County                                                                                   ,541-North Key Community Care                                                                        ,0,1,1,1,1,0,0,4,0,1,2,0,5,0,16
TOTALS for Kenton County                                                                            ,                                                                                                    ,1200,1181,1113,1215,1132,1118,1072,1076,982,1140,1086,966,929,17,14227
295-Knott County                                                                                    ,035-Beaver Creek Elementary School                                                                  ,34,29,38,29,38,29,21,35,33,0,0,0,0,0,286
295-Knott County                                                                                    ,100-Carr Creek Elementary School                                                                    ,40,40,40,33,38,35,42,26,43,0,0,0,0,0,337
295-Knott County                                                                                    ,150-Cordia School                                                                                   ,15,19,22,10,16,12,14,16,24,26,31,21,26,0,252
295-Knott County                                                                                    ,210-Emmalena Elementary School                                                                      ,26,25,22,25,33,30,32,29,33,0,0,0,0,0,255
295-Knott County                                                                                    ,230-Hindman Elementary School                                                                       ,74,70,44,75,57,65,43,48,57,0,0,0,0,0,533
295-Knott County                                                                                    ,255-Jones Fork Elementary School                                                                    ,14,13,15,16,19,16,23,29,20,0,0,0,0,0,165
295-Knott County                                                                                    ,265-Knott County Central High School                                                                ,0,0,0,0,0,0,0,0,0,190,190,190,156,1,727
TOTALS for Knott County                                                                             ,                                                                                                    ,203,196,181,188,201,187,175,183,210,216,221,211,182,1,2555
301-Knox County                                                                                     ,022-Knox Appalachian School                                                                         ,0,0,0,0,0,0,0,4,4,13,6,2,3,0,32
301-Knox County                                                                                     ,023-Knox County Middle School                                                                       ,0,0,0,0,0,0,0,282,252,0,0,0,0,0,534
301-Knox County                                                                                     ,071-Central Elementary School                                                                       ,74,63,70,62,55,40,41,0,0,0,0,0,0,0,405
301-Knox County                                                                                     ,150-Knox County Learning Academy                                                                    ,0,0,0,0,0,0,0,0,0,8,13,18,11,0,50
301-Knox County                                                                                     ,170-Dewitt Elementary School                                                                        ,28,28,26,24,28,37,25,0,0,0,0,0,0,0,196
301-Knox County                                                                                     ,240-Flat Lick Elementary School                                                                     ,29,33,28,38,34,26,32,0,0,0,0,0,0,0,220
301-Knox County                                                                                     ,260-Girdler Elementary School                                                                       ,60,65,61,70,55,56,54,0,0,0,0,0,0,0,421
301-Knox County                                                                                     ,320-G R Hampton Elementary School                                                                   ,53,60,63,51,65,52,45,0,0,0,0,0,0,0,389
301-Knox County                                                                                     ,410-Knox Central High School                                                                        ,0,0,0,0,0,0,0,0,0,283,244,269,215,0,1011
301-Knox County                                                                                     ,430-Jesse D Lay Elementary School                                                                   ,62,61,48,57,55,49,65,0,0,0,0,0,0,0,397
301-Knox County                                                                                     ,450-Lynn Camp Schools                                                                               ,0,0,0,0,0,0,0,81,100,101,94,76,61,0,513
301-Knox County                                                                                     ,460-WEST KNOX ELEMENTARY SCHOOL                                                                     ,104,85,78,87,89,92,88,0,0,0,0,0,0,0,623
TOTALS for Knox County                                                                              ,                                                                                                    ,410,395,374,389,381,352,350,367,356,405,357,365,290,0,4791
305-LaRue County                                                                                    ,015-Abraham Lincoln Elementary School                                                               ,76,77,73,87,86,85,0,0,0,0,0,0,0,0,484
305-LaRue County                                                                                    ,030-Hodgenville Elementary School                                                                   ,101,93,90,121,114,103,0,0,0,0,0,0,0,0,622
305-LaRue County                                                                                    ,040-LaRue County High School                                                                        ,0,0,0,0,0,0,0,0,0,182,209,174,184,1,750
305-LaRue County                                                                                    ,045-LaRue County Middle School                                                                      ,0,0,0,0,0,0,175,190,179,0,0,0,0,0,544
305-LaRue County                                                                                    ,100-The Life Connection                                                                             ,0,0,0,0,0,0,0,5,1,4,5,6,5,0,26
TOTALS for LaRue County                                                                             ,                                                                                                    ,177,170,163,208,200,188,175,195,180,186,214,180,189,1,2426
311-Laurel County                                                                                   ,010-London Elementary School                                                                        ,106,111,90,131,103,106,0,0,0,0,0,0,0,0,647
311-Laurel County                                                                                   ,016-McDaniel Learning Center                                                                        ,0,0,0,0,0,0,0,0,0,2,13,26,13,0,54
311-Laurel County                                                                                   ,018-Wyan-Pine Grove Elementary                                                                      ,79,86,85,91,72,68,0,0,0,0,0,0,0,0,481
311-Laurel County                                                                                   ,030-Bush Elementary School                                                                          ,83,66,68,91,79,81,0,0,0,0,0,0,0,0,468
311-Laurel County                                                                                   ,040-South Laurel Middle School                                                                      ,0,0,0,0,0,0,375,376,360,0,0,0,0,0,1111
311-Laurel County                                                                                   ,050-Laurel County Day Treatment Center                                                              ,0,0,0,0,0,0,0,5,11,7,11,6,4,0,44
311-Laurel County                                                                                   ,055-Camp Ground Elementary School                                                                   ,50,69,44,58,54,59,0,0,0,0,0,0,0,0,334
311-Laurel County                                                                                   ,070-Colony Elementary School                                                                        ,79,57,66,87,57,65,0,0,0,0,0,0,0,0,411
311-Laurel County                                                                                   ,130-Hazel Green Elementary School                                                                   ,54,47,51,75,65,57,0,0,0,0,0,0,0,0,349
311-Laurel County                                                                                   ,165-Johnson Elementary School                                                                       ,41,45,42,49,44,47,0,0,0,0,0,0,0,0,268
311-Laurel County                                                                                   ,175-Hunter Hills Elementary School                                                                  ,105,90,106,149,101,101,0,0,0,0,0,0,0,0,652
311-Laurel County                                                                                   ,180-Keavy Elementary School                                                                         ,35,41,63,52,43,45,0,0,0,0,0,0,0,0,279
311-Laurel County                                                                                   ,200-North Laurel Middle School                                                                      ,0,0,0,0,0,0,354,350,327,0,0,0,0,0,1031
311-Laurel County                                                                                   ,205-North Laurel High School                                                                        ,0,0,0,0,0,0,0,0,0,473,349,336,271,2,1431
311-Laurel County                                                                                   ,210-South Laurel High School                                                                        ,0,0,0,0,0,0,0,0,0,448,336,299,282,0,1365
311-Laurel County                                                                                   ,420-Sublimity Elementary School                                                                     ,55,42,59,52,66,52,0,0,0,0,0,0,0,0,326
311-Laurel County                                                                                   ,430-Cold Hill Elementary School                                                                     ,47,51,60,64,51,47,0,0,0,0,0,0,0,0,320
311-Laurel County                                                                                   ,998-Homebound Elementary                                                                            ,0,2,0,2,2,1,0,0,0,0,0,0,0,0,7
311-Laurel County                                                                                   ,999-Homebound Secondary                                                                             ,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
TOTALS for Laurel County                                                                            ,                                                                                                    ,734,707,734,901,737,729,729,731,698,930,711,667,571,2,9581
315-Lawrence County                                                                                 ,020-Louisa East Elementary School                                                                   ,0,0,136,146,140,123,0,0,0,0,0,0,0,0,545
315-Lawrence County                                                                                 ,021-Louisa West Elementary School                                                                   ,141,142,0,0,0,0,0,0,0,0,0,0,0,0,283
315-Lawrence County                                                                                 ,030-Blaine Elementary School                                                                        ,30,26,27,28,37,32,26,25,20,0,0,0,0,0,251
315-Lawrence County                                                                                 ,150-Fallsburg Elementary School                                                                     ,34,39,35,32,39,31,30,23,30,0,0,0,0,0,293
315-Lawrence County                                                                                 ,200-Louisa Middle School                                                                            ,0,0,0,0,0,0,107,135,131,0,0,0,0,0,373
315-Lawrence County                                                                                 ,260-Lawrence County High School                                                                     ,0,0,0,0,0,0,0,0,0,184,226,213,144,0,767
TOTALS for Lawrence County                                                                          ,                                                                                                    ,205,207,198,206,216,186,163,183,181,184,226,213,144,0,2512
321-Lee County                                                                                      ,010-BEATTYVILLE ELEMENTARY                                                                          ,46,70,40,62,47,54,0,0,0,0,0,0,0,0,319
321-Lee County                                                                                      ,011-LEE COUNTY ALTERNATIVE SCHOOL                                                                   ,0,0,0,0,0,0,0,1,4,3,6,4,3,0,21
321-Lee County                                                                                      ,050-Lee County High School                                                                          ,0,0,0,0,0,0,0,0,0,106,87,60,87,0,340
321-Lee County                                                                                      ,055-Lee County Middle School                                                                        ,0,0,0,0,0,0,76,89,91,0,0,0,0,0,256
321-Lee County                                                                                      ,100-SOUTHSIDE ELEMENTARY SCHOOL                                                                     ,26,34,31,45,32,37,0,0,0,0,0,0,0,0,205
TOTALS for Lee County                                                                               ,                                                                                                    ,72,104,71,107,79,91,76,90,95,109,93,64,90,0,1141
325-Leslie County                                                                                   ,280-Hayes Lewis Elementary School                                                                   ,21,21,17,22,19,16,25,0,0,0,0,0,0,0,141
325-Leslie County                                                                                   ,300-Mountain View Elementary                                                                        ,53,53,53,61,42,54,49,0,0,0,0,0,0,0,365
325-Leslie County                                                                                   ,335-Leslie County Middle School                                                                     ,0,0,0,0,0,0,0,147,145,0,0,0,0,0,292
325-Leslie County                                                                                   ,350-Leslie County High School                                                                       ,0,0,0,0,0,0,0,0,0,151,142,136,117,0,546
325-Leslie County                                                                                   ,420-W B Muncy Elementary School                                                                     ,24,28,37,18,21,22,24,0,0,0,0,0,0,0,174
325-Leslie County                                                                                   ,570-Stinnett Elementary School                                                                      ,35,49,35,60,38,41,33,0,0,0,0,0,0,0,291
TOTALS for Leslie County                                                                            ,                                                                                                    ,133,151,142,161,120,133,131,147,145,151,142,136,117,0,1809
331-Letcher County                                                                                  ,056-Letcher County Central High School                                                              ,0,0,0,0,0,0,0,0,0,281,271,237,192,2,983
331-Letcher County                                                                                  ,125-Beckham Bates Elementary School                                                                 ,17,19,26,29,20,26,27,24,25,0,0,0,0,0,213
331-Letcher County                                                                                  ,210-Arlie Boggs Elementary School                                                                   ,11,17,10,18,14,16,16,9,23,0,0,0,0,0,134
331-Letcher County                                                                                  ,250-Fleming Neon Elementary School                                                                  ,26,33,13,30,9,26,24,39,17,0,0,0,0,0,217
331-Letcher County                                                                                  ,350-Letcher Elementary School                                                                       ,39,39,28,40,51,30,32,36,24,0,0,0,0,0,319
331-Letcher County                                                                                  ,380-Cowan Elementary School                                                                         ,42,60,46,41,46,61,57,48,33,0,0,0,0,0,434
331-Letcher County                                                                                  ,425-Martha Jane Potter Elementary School                                                            ,54,48,54,44,19,54,56,44,33,0,0,0,0,0,406
331-Letcher County                                                                                  ,650-West Whitesburg Elementary School                                                               ,76,56,61,63,62,71,0,0,0,0,0,0,0,0,389
331-Letcher County                                                                                  ,710-Whitesburg Middle School                                                                        ,0,0,0,0,0,0,60,65,84,0,0,0,0,0,209
TOTALS for Letcher County                                                                           ,                                                                                                    ,265,272,238,265,221,284,272,265,239,281,271,237,192,2,3304
335-Lewis County                                                                                    ,040-Garrison Elementary School                                                                      ,74,45,57,40,49,49,48,0,0,0,0,0,0,0,362
335-Lewis County                                                                                    ,090-Laurel Elementary School                                                                        ,13,12,12,14,8,8,11,0,0,0,0,0,0,0,78
335-Lewis County                                                                                    ,095-Lewis County Central Elementary School                                                          ,73,65,79,94,76,93,0,0,0,0,0,0,0,0,480
335-Lewis County                                                                                    ,100-Lewis County Middle School                                                                      ,0,0,0,0,0,0,101,173,177,0,0,0,0,0,451
335-Lewis County                                                                                    ,120-Lewis County High School                                                                        ,0,0,0,0,0,0,0,0,0,215,190,156,175,2,738
335-Lewis County                                                                                    ,140-Tollesboro Elementary School                                                                    ,35,31,48,55,44,50,38,0,0,0,0,0,0,0,301
TOTALS for Lewis County                                                                             ,                                                                                                    ,195,153,196,203,177,200,198,173,177,215,190,156,175,2,2410
341-Lincoln County                                                                                  ,021-Fort Logan Alternative High School                                                              ,0,0,0,0,0,0,0,0,0,5,15,23,29,0,72
341-Lincoln County                                                                                  ,023-Lloyd McGuffey Sixth Grade Center                                                               ,0,0,0,0,0,0,334,0,0,0,0,0,0,0,334
341-Lincoln County                                                                                  ,040-Crab Orchard Elementary School                                                                  ,54,42,61,53,47,37,0,0,0,0,0,0,0,0,294
341-Lincoln County                                                                                  ,050-Highland Elementary School                                                                      ,39,43,37,43,26,40,0,0,0,0,0,0,0,0,228
341-Lincoln County                                                                                  ,065-Lincoln County Middle School                                                                    ,0,0,0,0,0,0,3,325,305,0,0,0,0,0,633
341-Lincoln County                                                                                  ,070-Hustonville Elementary School                                                                   ,63,67,66,72,76,48,0,0,0,0,0,0,0,0,392
341-Lincoln County                                                                                  ,095-Lincoln County High School                                                                      ,0,0,0,0,0,0,0,0,0,361,314,257,220,0,1152
341-Lincoln County                                                                                  ,100-McKinney Elementary School                                                                      ,22,25,34,29,26,21,0,0,0,0,0,0,0,0,157
341-Lincoln County                                                                                  ,130-Stanford Elementary School                                                                      ,88,89,92,89,108,107,2,0,0,0,0,0,0,0,575
341-Lincoln County                                                                                  ,150-Waynesburg Elementary School                                                                    ,49,48,54,65,38,43,0,0,0,0,0,0,0,0,297
TOTALS for Lincoln County                                                                           ,                                                                                                    ,315,314,344,351,321,296,339,325,305,366,329,280,249,0,4134
345-Livingston County                                                                               ,020-North Livingston Elementary School                                                              ,30,32,32,39,25,24,35,0,0,0,0,0,0,0,217
345-Livingston County                                                                               ,021-South Livingston Elementary School                                                              ,62,63,70,66,73,59,66,0,0,0,0,0,0,0,459
345-Livingston County                                                                               ,050-Livingston Central High School                                                                  ,0,0,0,0,0,0,0,0,0,146,107,82,96,0,431
345-Livingston County                                                                               ,065-Livingston County Middle School                                                                 ,0,0,0,0,0,0,0,93,88,0,0,0,0,0,181
TOTALS for Livingston County                                                                        ,                                                                                                    ,92,95,102,105,98,83,101,93,88,146,107,82,96,0,1288
351-Logan County                                                                                    ,011-Adairville Elementary School                                                                    ,33,29,37,47,44,36,46,33,46,0,0,0,0,0,351
351-Logan County                                                                                    ,012-Auburn Elementary School                                                                        ,81,76,66,75,77,77,86,94,80,0,0,0,0,0,712
351-Logan County                                                                                    ,013-Chandlers Elementary School                                                                     ,48,47,43,51,60,50,57,55,40,0,0,0,0,0,451
351-Logan County                                                                                    ,014-Lewisburg Elementary School                                                                     ,49,54,68,64,57,59,71,59,64,0,0,0,0,0,545
351-Logan County                                                                                    ,016-Olmstead Elementary School                                                                      ,42,37,51,50,48,53,51,42,41,0,0,0,0,0,415
351-Logan County                                                                                    ,140-Logan County High School                                                                        ,0,0,0,0,0,0,0,0,0,289,303,287,258,1,1138
TOTALS for Logan County                                                                             ,                                                                                                    ,253,243,265,287,286,275,311,283,271,289,303,287,258,1,3612
354-Ludlow Independent                                                                              ,010-Mary A. Goetz Elementary School                                                                 ,47,61,61,60,65,62,80,0,0,0,0,0,0,0,436
354-Ludlow Independent                                                                              ,020-Ludlow High School                                                                              ,0,0,0,0,0,0,0,57,82,83,81,65,74,0,442
TOTALS for Ludlow Independent                                                                       ,                                                                                                    ,47,61,61,60,65,62,80,57,82,83,81,65,74,0,878
361-Lyon County                                                                                     ,020-Lyon County Elementary School                                                                   ,54,68,60,65,62,69,0,0,0,0,0,0,0,0,378
361-Lyon County                                                                                     ,023-Lyon County Middle School                                                                       ,0,0,0,0,0,0,63,73,62,0,0,0,0,0,198
361-Lyon County                                                                                     ,070-Lyon County High School                                                                         ,0,0,0,0,0,0,0,0,0,71,80,78,84,0,313
TOTALS for Lyon County                                                                              ,                                                                                                    ,54,68,60,65,62,69,63,73,62,71,80,78,84,0,889
365-Madison County                                                                                  ,005-Mayfield Elementary School                                                                      ,52,48,51,47,41,37,0,0,0,0,0,0,0,0,276
365-Madison County                                                                                  ,007-Shannon Johnson Elementary School                                                               ,62,82,84,77,78,90,0,0,0,0,0,0,0,0,473
365-Madison County                                                                                  ,010-Clark Moores Middle School                                                                      ,0,0,0,0,0,0,159,163,199,0,0,0,0,0,521
365-Madison County                                                                                  ,015-Daniel Boone Elementary School                                                                  ,93,75,79,85,72,75,0,0,0,0,0,0,0,0,479
365-Madison County                                                                                  ,018-Glenn R Marshall Elementary School                                                              ,83,86,80,66,81,70,0,0,0,0,0,0,0,0,466
365-Madison County                                                                                  ,020-Madison Middle School                                                                           ,0,0,0,0,0,0,166,145,124,0,0,0,0,0,435
365-Madison County                                                                                  ,021-B. Michael Caudill Middle School                                                                ,0,0,0,0,0,0,197,173,162,0,0,0,0,0,532
365-Madison County                                                                                  ,030-Kingston Elementary School                                                                      ,85,85,92,94,91,112,0,0,0,0,0,0,0,0,559
