40757,,,,,,,,,,,,,,,,
KENTUCKY DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,
SUPERINTENDENT'S ANNUAL ATTENDANCE REPORT,,,,,,,,,,,,,,,,
"ENROLLMENT BY DISTRICT, SCHOOL AND GRADE",,,,,,,,,,,,,,,,
For School Year 10-11,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DISTRICT,SCHOOL,EL,1,2,3,4,5,6,7,8,9,10,11,12,EC,TOTAL
001-Adair County                                                                                    ,010-Adair County High School                                                                        ,0,0,0,0,0,0,0,0,0,200,207,183,187,2,779
001-Adair County                                                                                    ,012-Adair Youth Development Center                                                                  ,0,0,0,0,0,0,0,3,4,10,16,17,13,0,63
001-Adair County                                                                                    ,013-John Adair Intermediate School                                                                  ,0,0,0,120,109,122,0,0,0,0,0,0,0,0,351
001-Adair County                                                                                    ,014-Adair County Middle School                                                                      ,0,0,0,0,0,0,0,208,189,0,0,0,0,0,397
001-Adair County                                                                                    ,016-Adair County Elementary School                                                                  ,76,59,70,67,62,67,203,0,0,0,0,0,0,0,604
001-Adair County                                                                                    ,095-Colonel William Casey Elementary                                                                ,156,128,136,0,0,0,0,0,0,0,0,0,0,0,420
TOTALS for Adair County                                                                             ,                                                                                                    ,232,187,206,187,171,189,203,211,193,210,223,200,200,2,2614
005-Allen County                                                                                    ,010-Allen County Primary Center                                                                     ,242,211,244,227,0,0,0,0,0,0,0,0,0,0,924
005-Allen County                                                                                    ,015-James E Bazzell Middle School                                                                   ,0,0,0,0,0,0,0,238,223,0,0,0,0,0,461
005-Allen County                                                                                    ,020-Allen County-Scottsville High School                                                            ,0,0,0,0,0,0,0,0,0,233,230,239,222,0,924
005-Allen County                                                                                    ,060-Allen County Intermediate Center                                                                ,0,0,0,0,240,254,232,0,0,0,0,0,0,0,726
TOTALS for Allen County                                                                             ,                                                                                                    ,242,211,244,227,240,254,232,238,223,233,230,239,222,0,3035
006-Anchorage Independent                                                                           ,010-Anchorage Independent Public School                                                             ,30,37,39,36,36,45,50,42,45,0,0,0,0,0,360
TOTALS for Anchorage Independent                                                                    ,                                                                                                    ,30,37,39,36,36,45,50,42,45,0,0,0,0,0,360
011-Anderson County                                                                                 ,020-Anderson County High School                                                                     ,0,0,0,0,0,0,0,0,1,368,301,294,287,3,1254
011-Anderson County                                                                                 ,022-Robert B. Turner Elementary School                                                              ,0,108,96,89,83,107,0,0,0,0,0,0,0,0,483
011-Anderson County                                                                                 ,025-Anderson County Middle School                                                                   ,0,0,0,0,0,1,297,280,323,0,0,0,0,0,901
011-Anderson County                                                                                 ,050-Saffell Street Elementary School                                                                ,0,117,97,86,92,89,0,0,0,0,0,0,0,0,481
011-Anderson County                                                                                 ,110-Emma B. Ward Elementary School                                                                  ,0,114,107,66,109,99,0,0,0,0,0,0,0,0,495
011-Anderson County                                                                                 ,120-Anderson County Early Childhood Center                                                          ,280,0,0,0,0,0,0,0,0,0,0,0,0,0,280
TOTALS for Anderson County                                                                          ,                                                                                                    ,280,339,300,241,284,296,297,280,324,368,301,294,287,3,3894
012-Ashland Independent                                                                             ,010-Paul G. Blazer High School                                                                      ,0,0,0,0,0,0,0,0,0,256,258,260,218,0,992
012-Ashland Independent                                                                             ,011-Ashland Central School                                                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012-Ashland Independent                                                                             ,050-George M. Verity Middle School                                                                  ,0,0,0,0,0,0,0,258,232,0,0,0,0,0,490
012-Ashland Independent                                                                             ,070-Crabbe Elementary School                                                                        ,61,70,63,55,52,43,39,0,0,0,0,0,0,0,383
012-Ashland Independent                                                                             ,080-Hager Elementary School                                                                         ,48,48,48,49,52,41,53,0,0,0,0,0,0,0,339
012-Ashland Independent                                                                             ,100-Oakview Elementary School                                                                       ,48,72,71,50,78,63,80,0,0,0,0,0,0,0,462
012-Ashland Independent                                                                             ,110-Poage Elementary School                                                                         ,49,43,32,31,29,27,33,0,0,0,0,0,0,0,244
012-Ashland Independent                                                                             ,130-Charles Russell Elementary School                                                               ,50,62,41,36,50,46,36,0,0,0,0,0,0,0,321
TOTALS for Ashland Independent                                                                      ,                                                                                                    ,256,295,255,221,261,220,241,258,232,256,258,260,218,0,3231
013-Augusta Independent                                                                             ,011-Augusta Independent School                                                                      ,24,16,22,19,22,19,18,17,27,37,28,26,30,0,305
TOTALS for Augusta Independent                                                                      ,                                                                                                    ,24,16,22,19,22,19,18,17,27,37,28,26,30,0,305
015-Ballard County                                                                                  ,005-Ballard County Middle School                                                                    ,0,0,0,0,0,0,122,105,122,0,0,0,0,0,349
015-Ballard County                                                                                  ,010-Ballard Memorial High School                                                                    ,0,0,0,0,0,0,0,0,0,116,104,100,104,0,424
015-Ballard County                                                                                  ,050-Ballard County Elementary School                                                                ,93,105,109,102,114,104,0,0,0,0,0,0,0,0,627
TOTALS for Ballard County                                                                           ,                                                                                                    ,93,105,109,102,114,104,122,105,122,116,104,100,104,0,1400
016-Barbourville Independent                                                                        ,011-Barbourville City School                                                                        ,51,50,51,59,48,43,66,60,46,54,54,59,45,0,686
TOTALS for Barbourville Independent                                                                 ,                                                                                                    ,51,50,51,59,48,43,66,60,46,54,54,59,45,0,686
017-Bardstown Independent                                                                           ,010-Bardstown Elementary School                                                                     ,0,0,0,204,198,191,0,0,0,0,0,0,0,0,593
017-Bardstown Independent                                                                           ,012-Bardstown Primary School                                                                        ,247,259,203,0,0,0,0,0,0,0,0,0,0,0,709
017-Bardstown Independent                                                                           ,020-Bardstown High School                                                                           ,0,0,0,0,0,0,0,2,6,168,166,157,115,1,615
017-Bardstown Independent                                                                           ,030-Bardstown Middle School                                                                         ,0,0,0,0,0,3,187,190,175,0,0,0,0,0,555
TOTALS for Bardstown Independent                                                                    ,                                                                                                    ,247,259,203,204,198,194,187,192,181,168,166,157,115,1,2472
021-Barren County                                                                                   ,010-Austin Tracy Elementary School                                                                  ,37,44,26,31,34,26,34,0,0,0,0,0,0,0,232
021-Barren County                                                                                   ,011-Barren County Day Treatment Ctr                                                                 ,0,0,0,0,0,0,0,0,6,17,11,7,8,0,49
021-Barren County                                                                                   ,012-BAVEL                                                                                           ,0,0,0,0,0,0,0,2,5,13,16,25,26,0,87
021-Barren County                                                                                   ,014-North Jackson Elementary                                                                        ,89,76,33,45,55,60,49,0,0,0,0,0,0,0,407
021-Barren County                                                                                   ,027-Barren County High School                                                                       ,0,0,0,0,0,0,0,0,0,393,360,359,290,3,1405
021-Barren County                                                                                   ,035-Eastern Elementary School                                                                       ,70,57,46,49,50,57,42,0,0,0,0,0,0,0,371
021-Barren County                                                                                   ,050-Barren County Middle School                                                                     ,0,0,0,0,0,0,0,356,330,0,0,0,0,0,686
021-Barren County                                                                                   ,080-Hiseville Elementary School                                                                     ,38,28,43,36,40,45,35,0,0,0,0,0,0,0,265
021-Barren County                                                                                   ,130-Park City Elementary School                                                                     ,54,51,52,36,56,48,45,0,0,0,0,0,0,0,342
021-Barren County                                                                                   ,150-Red Cross Elementary School                                                                     ,89,102,96,89,86,95,83,0,0,0,0,0,0,0,640
021-Barren County                                                                                   ,180-Temple Hill Elementary School                                                                   ,59,40,38,44,52,46,44,0,0,0,0,0,0,0,323
TOTALS for Barren County                                                                            ,                                                                                                    ,436,398,334,330,373,377,332,358,341,423,387,391,324,3,4807
025-Bath County                                                                                     ,014-Crossroads Elementary School                                                                    ,76,80,67,81,65,69,0,0,0,0,0,0,0,0,438
025-Bath County                                                                                     ,020-Bath County Middle School                                                                       ,0,0,0,0,0,0,162,155,156,0,0,0,0,0,473
025-Bath County                                                                                     ,030-Owingsville Elementary School                                                                   ,104,91,90,67,85,93,0,0,0,0,0,0,0,0,530
025-Bath County                                                                                     ,040-Bath County High School                                                                         ,0,0,0,0,0,0,0,0,0,165,159,154,136,3,617
TOTALS for Bath County                                                                              ,                                                                                                    ,180,171,157,148,150,162,162,155,156,165,159,154,136,3,2058
026-Beechwood Independent                                                                           ,010-Beechwood Elementary School                                                                     ,68,77,77,97,80,100,100,0,0,0,0,0,0,0,599
026-Beechwood Independent                                                                           ,020-Beechwood High School                                                                           ,0,0,0,0,0,0,0,103,91,91,85,103,82,0,555
TOTALS for Beechwood Independent                                                                    ,                                                                                                    ,68,77,77,97,80,100,100,103,91,91,85,103,82,0,1154
031-Bell County                                                                                     ,012-Bell Central School Center                                                                      ,52,49,58,61,70,74,71,69,74,0,0,0,0,0,578
031-Bell County                                                                                     ,013-Page School Center                                                                              ,47,53,54,49,47,51,55,48,52,0,0,0,0,0,456
031-Bell County                                                                                     ,040-Bell County High School                                                                         ,0,0,0,0,0,0,0,0,0,256,226,193,191,1,867
031-Bell County                                                                                     ,180-Frakes School Center                                                                            ,15,23,20,18,11,16,11,18,11,0,0,0,0,0,143
031-Bell County                                                                                     ,250-Lone Jack School Center                                                                         ,31,21,27,24,29,22,16,22,33,0,0,0,0,0,225
031-Bell County                                                                                     ,340-Recovery/Alt School/Day Treatment                                                               ,0,0,0,0,0,0,1,2,4,4,10,6,6,0,33
031-Bell County                                                                                     ,345-Right Fork School Center                                                                        ,18,22,28,22,31,29,26,27,19,0,0,0,0,0,222
031-Bell County                                                                                     ,390-Yellow Creek School Center                                                                      ,60,63,63,52,54,52,52,35,34,0,0,0,0,0,465
TOTALS for Bell County                                                                              ,                                                                                                    ,223,231,250,226,242,244,232,221,227,260,236,199,197,1,2989
032-Bellevue Independent                                                                            ,010-Bellevue High School                                                                            ,0,0,0,0,0,0,0,75,65,60,53,51,59,0,363
032-Bellevue Independent                                                                            ,020-Grandview Elementary School                                                                     ,59,67,52,50,54,56,65,0,0,0,0,0,0,0,403
TOTALS for Bellevue Independent                                                                     ,                                                                                                    ,59,67,52,50,54,56,65,75,65,60,53,51,59,0,766
034-Berea Independent                                                                               ,010-Berea Community Elementary School                                                               ,85,73,75,69,89,87,0,0,0,0,0,0,0,0,478
034-Berea Independent                                                                               ,015-Berea Community Middle School                                                                   ,0,0,0,0,0,0,104,97,83,0,0,0,0,0,284
034-Berea Independent                                                                               ,020-Berea Community High School                                                                     ,0,0,0,0,0,0,0,0,0,95,75,76,77,4,327
TOTALS for Berea Independent                                                                        ,                                                                                                    ,85,73,75,69,89,87,104,97,83,95,75,76,77,4,1089
035-Boone County                                                                                    ,005-A M Yealey Elementary School                                                                    ,95,111,97,110,114,104,0,0,0,0,0,0,0,0,631
035-Boone County                                                                                    ,006-Erpenbeck Elementary School                                                                     ,106,119,107,112,114,136,0,0,0,0,0,0,0,0,694
035-Boone County                                                                                    ,008-North Pointe Elementary School                                                                  ,167,186,209,192,168,151,0,0,0,0,0,0,0,0,1073
035-Boone County                                                                                    ,010-Camp Ernst Middle School                                                                        ,0,0,0,0,0,0,343,325,297,0,0,0,0,0,965
035-Boone County                                                                                    ,011-Shirley Mann Elementary School                                                                  ,104,145,145,151,162,138,0,0,0,0,0,0,0,0,845
035-Boone County                                                                                    ,015-Randall K. Cooper High School                                                                   ,0,0,0,0,0,0,0,0,0,285,288,232,220,0,1025
035-Boone County                                                                                    ,017-Longbranch Elementary School                                                                    ,123,135,137,115,134,106,0,0,0,0,0,0,0,0,750
035-Boone County                                                                                    ,020-Rector A. Jones Middle School                                                                   ,0,0,0,0,0,0,225,228,219,0,0,0,0,0,672
035-Boone County                                                                                    ,030-Boone County High School                                                                        ,0,0,0,0,0,0,0,0,0,409,389,364,344,1,1507
035-Boone County                                                                                    ,040-Burlington Elementary School                                                                    ,156,136,152,154,175,149,0,0,0,0,0,0,0,0,922
035-Boone County                                                                                    ,041-Charles H. Kelly Elementary School                                                              ,37,45,34,37,43,51,0,0,0,0,0,0,0,0,247
035-Boone County                                                                                    ,043-Conner Middle School                                                                            ,0,0,0,0,0,0,379,366,311,0,0,0,0,0,1056
035-Boone County                                                                                    ,045-Conner High School                                                                              ,0,0,0,0,0,0,0,0,0,348,331,286,289,0,1254
035-Boone County                                                                                    ,050-Florence Elementary School                                                                      ,139,119,103,118,109,92,0,0,0,0,0,0,0,0,680
035-Boone County                                                                                    ,055-Chester Goodridge Elementary School                                                             ,124,151,132,147,163,149,0,0,0,0,0,0,0,0,866
035-Boone County                                                                                    ,065-Hillard Collins Elementary School                                                               ,107,97,123,125,103,111,0,0,0,0,0,0,0,0,666
035-Boone County                                                                                    ,071-Larry A. Ryle High School                                                                       ,0,0,0,0,0,0,0,0,0,452,435,371,371,3,1632
035-Boone County                                                                                    ,075-Gray Middle School                                                                              ,0,0,0,0,0,0,352,344,330,0,0,0,0,0,1026
035-Boone County                                                                                    ,080-New Haven Elementary School                                                                     ,97,117,118,120,121,136,0,0,0,0,0,0,0,0,709
035-Boone County                                                                                    ,081-Ockerman Elementary School                                                                      ,120,165,109,170,121,121,0,0,0,0,0,0,0,0,806
035-Boone County                                                                                    ,083-Stephens Elementary School                                                                      ,106,135,123,123,128,146,0,0,0,0,0,0,0,0,761
035-Boone County                                                                                    ,085-Ockerman Middle School                                                                          ,0,0,0,0,0,0,287,347,255,0,0,0,0,0,889
TOTALS for Boone County                                                                             ,                                                                                                    ,1481,1661,1589,1674,1655,1590,1586,1610,1412,1494,1443,1253,1224,4,19676
041-Bourbon County                                                                                  ,010-BOURBON CENTRAL ELEMENTARY SCHOOL                                                               ,88,97,90,88,100,86,0,0,0,0,0,0,0,0,549
041-Bourbon County                                                                                  ,030-CANE RIDGE ELEMENTARY SCHOOL                                                                    ,82,62,73,73,81,81,0,0,0,0,0,0,0,0,452
041-Bourbon County                                                                                  ,090-NORTH MIDDLETOWN ELEMENTARY SCHOOL                                                              ,29,31,23,28,29,31,0,0,0,0,0,0,0,0,171
041-Bourbon County                                                                                  ,110-Bourbon County High School                                                                      ,0,0,0,0,0,0,0,0,0,251,216,191,190,0,848
041-Bourbon County                                                                                  ,120-Bourbon County Middle School                                                                    ,0,0,0,0,0,0,206,197,207,0,0,0,0,0,610
TOTALS for Bourbon County                                                                           ,                                                                                                    ,199,190,186,189,210,198,206,197,207,251,216,191,190,0,2630
042-Bowling Green Independent                                                                       ,010-Dishman McGinnis Elementary School                                                              ,58,54,65,56,53,52,0,0,0,0,0,0,0,0,338
042-Bowling Green Independent                                                                       ,011-Childrens Crisis Stabilization Uni                                                              ,0,0,2,1,0,1,2,1,2,1,2,0,3,0,15
042-Bowling Green Independent                                                                       ,013-Juvenile Justice                                                                                ,0,0,0,0,0,0,0,0,0,18,19,11,7,0,55
042-Bowling Green Independent                                                                       ,015-Group Effort                                                                                    ,0,0,0,0,0,0,0,1,2,0,0,3,1,0,7
042-Bowling Green Independent                                                                       ,057-Parker-Bennett-Curry School                                                                     ,68,75,68,62,65,59,0,0,0,0,0,0,0,0,397
042-Bowling Green Independent                                                                       ,060-Potter Gray Elementary                                                                          ,80,67,70,74,74,73,0,0,0,0,0,0,0,0,438
042-Bowling Green Independent                                                                       ,065-Bowling Green Junior High                                                                       ,0,0,0,0,0,0,325,286,293,0,0,0,0,0,904
042-Bowling Green Independent                                                                       ,070-Bowling Green High School                                                                       ,0,0,0,0,0,0,0,0,7,345,274,269,225,0,1120
042-Bowling Green Independent                                                                       ,080-T C Cherry Elementary School                                                                    ,49,52,40,49,54,38,0,0,0,0,0,0,0,0,282
042-Bowling Green Independent                                                                       ,090-W R McNeill Elementary School                                                                   ,65,77,66,66,61,61,0,0,0,0,0,0,0,0,396
042-Bowling Green Independent                                                                       ,098-The Academy at 11th Street                                                                      ,0,0,0,0,0,0,0,0,0,15,6,4,3,0,28
TOTALS for Bowling Green Independent                                                                ,                                                                                                    ,320,325,311,308,307,284,327,288,304,379,301,287,239,0,3980
045-Boyd County                                                                                     ,010-Boyd County High School                                                                         ,0,0,0,0,0,0,0,2,0,244,233,240,222,1,942
045-Boyd County                                                                                     ,020-Cannonsburg Elementary School                                                                   ,49,59,59,44,50,47,0,0,0,0,0,0,0,0,308
045-Boyd County                                                                                     ,035-Boyd County Middle School                                                                       ,0,0,0,0,2,4,225,232,262,0,0,0,0,0,725
045-Boyd County                                                                                     ,080-Summit Elementary School                                                                        ,86,99,95,99,95,77,0,0,0,0,0,0,0,0,551
045-Boyd County                                                                                     ,085-Ramey-Estep High School                                                                         ,0,0,0,0,0,0,0,3,5,19,30,12,19,0,88
045-Boyd County                                                                                     ,095-Catlettsburg Elementary School                                                                  ,54,49,39,45,40,47,1,1,0,0,0,0,0,0,276
045-Boyd County                                                                                     ,097-Ponderosa Elementary School                                                                     ,72,68,78,68,66,82,0,0,0,0,0,0,0,0,434
TOTALS for Boyd County                                                                              ,                                                                                                    ,261,275,271,256,253,257,226,238,267,263,263,252,241,1,3324
051-Boyle County                                                                                    ,003-Boyle County Middle School                                                                      ,0,0,0,0,0,2,213,220,200,0,0,0,0,0,635
051-Boyle County                                                                                    ,005-Boyle County High School                                                                        ,0,0,0,0,0,0,0,0,2,225,228,242,200,2,899
051-Boyle County                                                                                    ,040-Junction City Elementary School                                                                 ,61,50,60,54,66,62,0,0,0,0,0,0,0,0,353
051-Boyle County                                                                                    ,050-Woodlawn Elementary School                                                                      ,95,76,76,93,90,121,0,0,0,0,0,0,0,0,551
051-Boyle County                                                                                    ,080-Perryville Elementary School                                                                    ,42,40,45,43,42,44,0,0,0,0,0,0,0,0,256
TOTALS for Boyle County                                                                             ,                                                                                                    ,198,166,181,190,198,229,213,220,202,225,228,242,200,2,2694
055-Bracken County                                                                                  ,010-Bracken County High School                                                                      ,0,0,0,0,0,0,0,0,0,97,89,76,92,0,354
055-Bracken County                                                                                  ,050-Taylor Elementary School                                                                        ,91,91,105,100,104,0,0,0,0,0,0,0,0,0,491
055-Bracken County                                                                                  ,060-Bracken County Middle School                                                                    ,0,0,0,0,0,91,90,88,92,0,0,0,0,0,361
TOTALS for Bracken County                                                                           ,                                                                                                    ,91,91,105,100,104,91,90,88,92,97,89,76,92,0,1206
061-Breathitt County                                                                                ,030-Highland-Turner Elementary School                                                               ,36,25,31,27,30,22,32,35,1,0,0,0,0,0,239
061-Breathitt County                                                                                ,031-BREATHITT CO. JUVENILE DET. CTR.                                                                ,0,0,0,0,0,0,4,1,5,24,24,16,7,0,81
061-Breathitt County                                                                                ,032-Breathitt County Day Treatment Ctr Alt                                                          ,0,0,1,1,0,3,1,3,1,0,2,0,0,0,12
061-Breathitt County                                                                                ,033-CADET LEADERSHIP EDUCATION PROGRAM                                                              ,0,0,0,0,0,0,0,0,0,11,15,9,2,0,37
061-Breathitt County                                                                                ,060-Breathitt County High School                                                                    ,0,0,0,0,0,0,0,0,0,0,169,195,147,0,511
