Location,TimeFrame,DataFormat,Data
Russell,1999,Rate,29.8
Scott,1999,Rate,13.8
Shelby,1999,Rate,13.8
Simpson,1999,Rate,15.8
Spencer,1999,Rate,13.2
Taylor,1999,Rate,23.8
Todd,1999,Rate,21.9
Trigg,1999,Rate,17.6
Trimble,1999,Rate,18.1
Union,1999,Rate,19.2
Warren,1999,Rate,18.5
Washington,1999,Rate,18.5
Wayne,1999,Rate,31.9
Webster,1999,Rate,20.1
Whitley,1999,Rate,31.8
Wolfe,1999,Rate,44.8
Woodford,1999,Rate,10.8
Pulaski,2000,Rate,27.4
Robertson,2000,Rate,31.2
Rockcastle,2000,Rate,28.8
Rowan,2000,Rate,21.5
Russell,2000,Rate,31
Scott,2000,Rate,11.3
Shelby,2000,Rate,13.4
Simpson,2000,Rate,14.4
Spencer,2000,Rate,9.4
Taylor,2000,Rate,23.7
Todd,2000,Rate,22.2
Trigg,2000,Rate,13.9
Trimble,2000,Rate,15
Union,2000,Rate,23.9
Warren,2000,Rate,18.3
Washington,2000,Rate,14.8
Wayne,2000,Rate,34.9
Webster,2000,Rate,20.4
Whitley,2000,Rate,34.2
Wolfe,2000,Rate,51.5
Woodford,2000,Rate,8.1
Pulaski,2001,Rate,24.1
Robertson,2001,Rate,22.9
Rockcastle,2001,Rate,27.4
Rowan,2001,Rate,23.7
Russell,2001,Rate,29.5
Scott,2001,Rate,12.2
Shelby,2001,Rate,12.2
Simpson,2001,Rate,16.9
Spencer,2001,Rate,11.1
Taylor,2001,Rate,22.6
Todd,2001,Rate,25
Trigg,2001,Rate,17.1
Trimble,2001,Rate,15.1
Union,2001,Rate,18
Warren,2001,Rate,17.9
Washington,2001,Rate,16.3
Wayne,2001,Rate,32.5
Webster,2001,Rate,19
Whitley,2001,Rate,32.7
Wolfe,2001,Rate,39.4
Woodford,2001,Rate,10
Pulaski,2002,Rate,26
Robertson,2002,Rate,24.6
Rockcastle,2002,Rate,27.9
Rowan,2002,Rate,24.6
Russell,2002,Rate,31.1
Scott,2002,Rate,13.4
Shelby,2002,Rate,12.8
Simpson,2002,Rate,18.6
Spencer,2002,Rate,10.7
Taylor,2002,Rate,23.6
Todd,2002,Rate,24.7
Trigg,2002,Rate,17.4
Trimble,2002,Rate,17.4
Union,2002,Rate,17.6
Warren,2002,Rate,19.3
Washington,2002,Rate,17.3
Wayne,2002,Rate,33.9
Webster,2002,Rate,18.8
Whitley,2002,Rate,35.7
Wolfe,2002,Rate,41.2
Woodford,2002,Rate,11
Pulaski,2003,Rate,25
Robertson,2003,Rate,24.3
Rockcastle,2003,Rate,27.9
Rowan,2003,Rate,24.3
Russell,2003,Rate,29.7
Scott,2003,Rate,13.9
Shelby,2003,Rate,13.5
Simpson,2003,Rate,19.3
Spencer,2003,Rate,10.7
Taylor,2003,Rate,23.2
Todd,2003,Rate,24.8
Trigg,2003,Rate,18.2
Trimble,2003,Rate,18.2
Union,2003,Rate,18.9
Warren,2003,Rate,20.3
Washington,2003,Rate,18.9
Wayne,2003,Rate,33.7
Webster,2003,Rate,19.1
Whitley,2003,Rate,34.3
Wolfe,2003,Rate,41.3
Woodford,2003,Rate,12.6
Pulaski,2004,Rate,26.5
Robertson,2004,Rate,25.1
Rockcastle,2004,Rate,29.3
Rowan,2004,Rate,24.9
Russell,2004,Rate,30.6
Scott,2004,Rate,14.3
Shelby,2004,Rate,14.7
Simpson,2004,Rate,19
Spencer,2004,Rate,11.7
Taylor,2004,Rate,24.5
Todd,2004,Rate,23.3
Trigg,2004,Rate,18.3
Trimble,2004,Rate,18.6
Union,2004,Rate,20.6
Warren,2004,Rate,21.3
Washington,2004,Rate,18.9
Wayne,2004,Rate,34
Webster,2004,Rate,20.2
Whitley,2004,Rate,34.7
Wolfe,2004,Rate,41.8
Woodford,2004,Rate,12.8
Pulaski,2005,Rate,28
Robertson,2005,Rate,30
Rockcastle,2005,Rate,35
Rowan,2005,Rate,28
Russell,2005,Rate,34
Scott,2005,Rate,13
Shelby,2005,Rate,14
Simpson,2005,Rate,20
Spencer,2005,Rate,11
Taylor,2005,Rate,26
Todd,2005,Rate,25
Trigg,2005,Rate,19
Trimble,2005,Rate,20
Union,2005,Rate,22
Warren,2005,Rate,19
Washington,2005,Rate,20
Wayne,2005,Rate,38
Webster,2005,Rate,21
Whitley,2005,Rate,39
Wolfe,2005,Rate,51
Woodford,2005,Rate,12
Pulaski,2006,Rate,25.9
Robertson,2006,Rate,29
Rockcastle,2006,Rate,32.7
Rowan,2006,Rate,28
Russell,2006,Rate,31.8
Scott,2006,Rate,14.1
Shelby,2006,Rate,14.3
Simpson,2006,Rate,20
Spencer,2006,Rate,10.7
Taylor,2006,Rate,31.1
Todd,2006,Rate,26.4
Trigg,2006,Rate,19.8
Trimble,2006,Rate,19.4
Union,2006,Rate,20.2
Warren,2006,Rate,20.5
Washington,2006,Rate,19.4
Wayne,2006,Rate,37.6
Webster,2006,Rate,21.1
Whitley,2006,Rate,38.1
Wolfe,2006,Rate,48.7
Woodford,2006,Rate,12.1
Pulaski,2007,Rate,31.6
Robertson,2007,Rate,30.2
Rockcastle,2007,Rate,34.8
Rowan,2007,Rate,28.7
Russell,2007,Rate,32.5
Scott,2007,Rate,13.1
Shelby,2007,Rate,16.8
Simpson,2007,Rate,20.3
Spencer,2007,Rate,11
Taylor,2007,Rate,24.3
Todd,2007,Rate,27.9
Trigg,2007,Rate,28.4
Trimble,2007,Rate,19.6
Union,2007,Rate,25.7
Warren,2007,Rate,23
Washington,2007,Rate,19.7
Wayne,2007,Rate,40
Webster,2007,Rate,19.1
Whitley,2007,Rate,39.3
Wolfe,2007,Rate,53.4
Woodford,2007,Rate,13.6
Pulaski,2008,Rate,31.9
Robertson,2008,Rate,33
Rockcastle,2008,Rate,35.9
Rowan,2008,Rate,28.5
Russell,2008,Rate,33
Scott,2008,Rate,13.7
Shelby,2008,Rate,15.7
Simpson,2008,Rate,20.6
Spencer,2008,Rate,11.2
Taylor,2008,Rate,25.9
Todd,2008,Rate,27.3
Trigg,2008,Rate,20.8
Trimble,2008,Rate,20.1
Union,2008,Rate,22.7
Warren,2008,Rate,21.2
Washington,2008,Rate,21.6
Wayne,2008,Rate,36.8
Webster,2008,Rate,22.8
Whitley,2008,Rate,35.6
Wolfe,2008,Rate,53.2
Woodford,2008,Rate,12.8
Powell,2009,Rate,43.5
Pulaski,2009,Rate,28.7
Robertson,2009,Rate,33.2
Rockcastle,2009,Rate,35.7
Rowan,2009,Rate,31.5
Russell,2009,Rate,36.5
Scott,2009,Rate,18.8
Shelby,2009,Rate,17
Simpson,2009,Rate,23
Spencer,2009,Rate,13.2
Taylor,2009,Rate,33.1
Todd,2009,Rate,30.7
Trigg,2009,Rate,24.6
Trimble,2009,Rate,21.8
Union,2009,Rate,24.2
Warren,2009,Rate,22.8
Washington,2009,Rate,23.9
Wayne,2009,Rate,38.8
Webster,2009,Rate,22.7
Whitley,2009,Rate,40.7
Wolfe,2009,Rate,51.3
Woodford,2009,Rate,15.4
Powell,2010,Rate,40.1
Pulaski,2010,Rate,29.4
Robertson,2010,Rate,33.3
Rockcastle,2010,Rate,35.1
Rowan,2010,Rate,32.3
Russell,2010,Rate,37.4
Scott,2010,Rate,15.9
Shelby,2010,Rate,17.7
Simpson,2010,Rate,25.2
Spencer,2010,Rate,12.6
Taylor,2010,Rate,35
Todd,2010,Rate,35.1
Trigg,2010,Rate,25.1
Trimble,2010,Rate,20.2
Union,2010,Rate,27
Warren,2010,Rate,25.5
Washington,2010,Rate,24.9
Wayne,2010,Rate,40.7
Webster,2010,Rate,21.6
Whitley,2010,Rate,37.6
Wolfe,2010,Rate,47.8
Woodford,2010,Rate,16.9
Powell,2011,Rate,41
Pulaski,2011,Rate,34.7
Robertson,2011,Rate,34.2
Rockcastle,2011,Rate,38.5
Rowan,2011,Rate,32.9
Russell,2011,Rate,34.9
Scott,2011,Rate,17.5
Shelby,2011,Rate,19
Simpson,2011,Rate,25.9
Spencer,2011,Rate,13.6
Taylor,2011,Rate,29.5
Todd,2011,Rate,33.6
Trigg,2011,Rate,27.1
Trimble,2011,Rate,23.7
Union,2011,Rate,26.6
Warren,2011,Rate,25.1
Washington,2011,Rate,26
Wayne,2011,Rate,47.8
Webster,2011,Rate,25.9
Whitley,2011,Rate,37
Wolfe,2011,Rate,48.6
Woodford,2011,Rate,16.8
Powell,2012,Rate,41.9
Pulaski,2012,Rate,31.2
Robertson,2012,Rate,35.4
Rockcastle,2012,Rate,36.5
Rowan,2012,Rate,32.6
Russell,2012,Rate,39.5
Scott,2012,Rate,15.6
Shelby,2012,Rate,18.5
Simpson,2012,Rate,26.8
Spencer,2012,Rate,14
Taylor,2012,Rate,31.5
Todd,2012,Rate,32.2
Trigg,2012,Rate,27.3
Trimble,2012,Rate,22.8
Union,2012,Rate,25.4
Warren,2012,Rate,25.8
Washington,2012,Rate,23.6
Wayne,2012,Rate,38
Webster,2012,Rate,23.4
Whitley,2012,Rate,42.7
Wolfe,2012,Rate,49.9
Woodford,2012,Rate,16.4
