8/1/2012,,,,,,,,,,,,,,,,
KENTUCKY DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,
SUPERINTENDENT'S ANNUAL ATTENDANCE REPORT,,,,,,,,,,,,,,,,
"ENROLLMENT BY DISTRICT, SCHOOL AND GRADE",,,,,,,,,,,,,,,,
For School Year 11-12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DISTRICT,SCHOOL,EL,1,2,3,4,5,6,7,8,9,10,11,12,EC,TOTAL
042-Bowling Green Independent                                                                       ,060-Potter Gray Elementary                                                                          ,95,75,70,68,72,76,0,0,0,0,0,0,0,0,456
042-Bowling Green Independent                                                                       ,065-Bowling Green Junior High                                                                       ,0,0,0,0,0,0,286,310,286,0,0,0,0,0,882
042-Bowling Green Independent                                                                       ,070-Bowling Green High School                                                                       ,0,0,0,0,0,0,0,0,12,341,314,274,268,0,1209
042-Bowling Green Independent                                                                       ,080-T C Cherry Elementary School                                                                    ,46,48,57,42,52,49,0,0,0,0,0,0,0,0,294
042-Bowling Green Independent                                                                       ,090-W R McNeill Elementary School                                                                   ,66,66,70,69,68,61,0,0,0,0,0,0,0,0,400
042-Bowling Green Independent                                                                       ,098-The Academy at 11th Street                                                                      ,0,0,0,0,0,0,1,0,4,4,4,2,1,0,16
TOTALS for Bowling Green Independent                                                                ,                                                                                                    ,355,312,326,306,309,309,289,311,312,364,345,298,282,0,4118
045-Boyd County                                                                                     ,010-Boyd County High School                                                                         ,0,0,0,0,0,0,0,0,0,272,230,217,197,1,917
045-Boyd County                                                                                     ,020-Cannonsburg Elementary School                                                                   ,73,55,59,61,45,57,0,0,0,0,0,0,0,0,350
045-Boyd County                                                                                     ,035-Boyd County Middle School                                                                       ,0,0,0,0,0,2,268,227,232,0,0,0,0,0,729
045-Boyd County                                                                                     ,080-Summit Elementary School                                                                        ,82,88,90,94,87,89,0,0,0,0,0,0,0,0,530
045-Boyd County                                                                                     ,085-Ramey-Estep High School                                                                         ,0,0,0,0,0,0,0,2,6,18,42,20,19,0,107
045-Boyd County                                                                                     ,095-Catlettsburg Elementary School                                                                  ,49,49,49,43,37,37,0,0,0,0,0,0,0,0,264
045-Boyd County                                                                                     ,097-Ponderosa Elementary School                                                                     ,81,76,64,74,66,63,0,0,0,0,0,0,0,0,424
TOTALS for Boyd County                                                                              ,                                                                                                    ,285,268,262,272,235,248,268,229,238,290,272,237,216,1,3321
051-Boyle County                                                                                    ,003-Boyle County Middle School                                                                      ,0,0,0,0,0,0,243,208,224,0,0,0,0,0,675
051-Boyle County                                                                                    ,005-Boyle County High School                                                                        ,0,0,0,0,0,0,0,1,3,197,219,235,241,2,898
051-Boyle County                                                                                    ,040-Junction City Elementary School                                                                 ,62,66,60,61,57,61,0,0,0,0,0,0,0,0,367
051-Boyle County                                                                                    ,050-Woodlawn Elementary School                                                                      ,74,90,77,77,93,90,0,0,0,0,0,0,0,0,501
051-Boyle County                                                                                    ,080-Perryville Elementary School                                                                    ,37,47,43,45,43,46,0,0,0,0,0,0,0,0,261
TOTALS for Boyle County                                                                             ,                                                                                                    ,173,203,180,183,193,197,243,209,227,197,219,235,241,2,2702
055-Bracken County                                                                                  ,010-Bracken County High School                                                                      ,0,0,0,0,0,0,0,0,0,97,100,81,67,1,346
055-Bracken County                                                                                  ,050-Taylor Elementary School                                                                        ,94,93,95,101,96,108,0,0,0,0,0,0,0,0,587
055-Bracken County                                                                                  ,060-Bracken County Middle School                                                                    ,0,0,0,0,0,0,85,95,85,0,0,0,0,0,265
TOTALS for Bracken County                                                                           ,                                                                                                    ,94,93,95,101,96,108,85,95,85,97,100,81,67,1,1198
061-Breathitt County                                                                                ,030-Highland-Turner Elementary School                                                               ,42,30,29,31,24,27,23,29,0,0,0,0,0,0,235
061-Breathitt County                                                                                ,031-BREATHITT CO. JUVENILE DET. CTR.                                                                ,0,0,0,0,0,0,0,2,5,24,23,13,2,0,69
061-Breathitt County                                                                                ,032-Breathitt County Day Treatment Ctr Alt                                                          ,0,0,2,0,2,1,1,0,1,1,2,2,0,0,12
061-Breathitt County                                                                                ,033-CADET LEADERSHIP EDUCATION PROGRAM                                                              ,0,0,0,0,0,0,0,0,0,11,8,7,8,0,34
061-Breathitt County                                                                                ,060-Breathitt County High School                                                                    ,0,0,0,0,0,0,0,0,0,0,168,178,195,1,542
061-Breathitt County                                                                                ,150-L B J Elementary School                                                                         ,86,86,61,57,81,65,59,81,0,0,0,0,0,0,576
061-Breathitt County                                                                                ,185-Marie Roberts-Caney Elementary School                                                           ,52,37,49,40,42,41,38,42,0,0,0,0,0,0,341
061-Breathitt County                                                                                ,270-Rousseau Elementary School                                                                      ,15,10,13,19,12,5,6,14,0,0,0,0,0,0,94
061-Breathitt County                                                                                ,390-Sebastian Middle School                                                                         ,0,0,0,0,0,0,0,0,151,171,0,0,0,0,322
TOTALS for Breathitt County                                                                         ,                                                                                                    ,195,163,154,147,161,139,127,168,157,207,201,200,205,1,2225
065-Breckinridge County                                                                             ,010-Breckinridge County High School                                                                 ,0,0,0,0,0,0,0,0,6,220,236,233,210,0,905
065-Breckinridge County                                                                             ,020-Hardinsburg Elementary School                                                                   ,72,97,76,78,82,91,0,0,0,0,0,0,0,0,496
065-Breckinridge County                                                                             ,030-Ben Johnson Elementary School                                                                   ,33,33,36,36,31,29,0,0,0,0,0,0,0,0,198
065-Breckinridge County                                                                             ,040-Custer Elementary School                                                                        ,30,39,41,31,23,31,0,0,0,0,0,0,0,0,195
065-Breckinridge County                                                                             ,050-Irvington Elementary School                                                                     ,62,78,55,75,56,71,0,0,0,0,0,0,0,0,397
065-Breckinridge County                                                                             ,100-Breckinridge County Middle School                                                               ,0,0,0,0,0,0,207,211,192,0,0,0,0,0,610
TOTALS for Breckinridge County                                                                      ,                                                                                                    ,197,247,208,220,192,222,207,211,198,220,236,233,210,0,2801
071-Bullitt County                                                                                  ,005-Bernheim Middle School                                                                          ,0,0,0,0,0,0,173,159,165,0,0,0,0,0,497
071-Bullitt County                                                                                  ,006-Freedom Elementary School                                                                       ,66,57,79,88,66,104,0,0,0,0,0,0,0,0,460
071-Bullitt County                                                                                  ,007-Zoneton Middle School                                                                           ,0,0,0,0,0,0,193,181,173,0,0,0,0,0,547
071-Bullitt County                                                                                  ,008-SHEPHERDSVILLE ELEMENTARY                                                                       ,95,83,86,97,93,78,0,0,0,0,0,0,0,0,532
071-Bullitt County                                                                                  ,009-Eastside Middle School                                                                          ,0,0,0,0,0,0,205,204,201,0,0,0,0,0,610
071-Bullitt County                                                                                  ,010-Brooks Elementary School                                                                        ,79,89,73,76,76,95,0,0,0,0,0,0,0,0,488
071-Bullitt County                                                                                  ,015-Bullitt Central High School                                                                     ,0,0,0,0,0,0,0,0,0,327,322,325,315,2,1291
071-Bullitt County                                                                                  ,016-Bullitt East High School                                                                        ,0,0,0,0,0,0,0,0,0,372,390,306,308,1,1377
071-Bullitt County                                                                                  ,018-Bullitt Lick Middle School                                                                      ,0,0,0,0,0,0,138,152,167,0,0,0,0,0,457
071-Bullitt County                                                                                  ,020-CEDAR GROVE ELEMENTARY                                                                          ,62,61,69,88,69,88,0,0,0,0,0,0,0,0,437
071-Bullitt County                                                                                  ,025-Hebron Middle School                                                                            ,0,0,0,0,0,0,134,162,147,0,0,0,0,0,443
071-Bullitt County                                                                                  ,030-LEBANON JUNCTION ELEMENTARY                                                                     ,73,72,77,70,74,70,0,0,0,0,0,0,0,0,436
071-Bullitt County                                                                                  ,032-Spring Meadows                                                                                  ,0,0,0,0,0,0,0,1,0,1,7,1,3,0,13
071-Bullitt County                                                                                  ,045-Maryville Elementary School                                                                     ,52,47,55,74,64,66,0,0,0,0,0,0,0,0,358
071-Bullitt County                                                                                  ,050-MT. WASHINGTON MIDDLE SCHOOL                                                                    ,0,0,0,0,0,0,168,174,162,0,0,0,0,0,504
071-Bullitt County                                                                                  ,055-MT. WASHINGTON ELEMENTARY                                                                       ,68,71,71,74,80,83,0,0,0,0,0,0,0,0,447
071-Bullitt County                                                                                  ,060-Crossroads Elementary                                                                           ,89,83,81,95,93,97,0,0,0,0,0,0,0,0,538
071-Bullitt County                                                                                  ,065-Pleasant Grove Elementary School                                                                ,74,82,95,101,73,93,0,0,0,0,0,0,0,0,518
071-Bullitt County                                                                                  ,070-NICHOLS ELEMENTARY                                                                              ,25,27,23,28,28,22,0,0,0,0,0,0,0,0,153
071-Bullitt County                                                                                  ,075-North Bullitt High School                                                                       ,0,0,0,0,0,0,0,0,0,323,340,355,352,1,1371
071-Bullitt County                                                                                  ,078-Old Mill Elementary School                                                                      ,63,79,74,74,83,73,0,0,0,0,0,0,0,0,446
071-Bullitt County                                                                                  ,080-Overdale Elementary School                                                                      ,101,71,80,101,81,83,0,0,0,0,0,0,0,0,517
071-Bullitt County                                                                                  ,090-Roby Elementary School                                                                          ,69,85,86,66,63,75,0,0,0,0,0,0,0,0,444
071-Bullitt County                                                                                  ,120-Bullitt Alternative Center                                                                      ,0,0,0,0,0,0,1,6,7,7,9,3,4,0,37
TOTALS for Bullitt County                                                                           ,                                                                                                    ,916,907,949,1032,943,1027,1012,1039,1022,1030,1068,990,982,4,12921
072-Burgin Independent                                                                              ,010-Burgin High School                                                                              ,0,0,0,0,0,0,49,28,45,19,40,35,35,0,251
072-Burgin Independent                                                                              ,020-Burgin Elementary School                                                                        ,35,38,42,46,19,25,0,0,0,0,0,0,0,0,205
TOTALS for Burgin Independent                                                                       ,                                                                                                    ,35,38,42,46,19,25,49,28,45,19,40,35,35,0,456
075-Butler County                                                                                   ,030-Butler County High School                                                                       ,0,0,0,0,0,0,0,0,0,161,147,145,144,1,598
075-Butler County                                                                                   ,031-North Butler Elementary                                                                         ,53,54,58,51,54,55,0,0,0,0,0,0,0,0,325
075-Butler County                                                                                   ,032-Butler County Learning Center                                                                   ,0,0,0,0,0,0,0,1,1,4,2,11,4,0,23
