,,,Kentucky Department of Education ,,,,,,,,,,,
,,,,For Year 2006-2007,,,,,,,,,,
,,,"Enrollment By District, School  and Grade",,,,,,,,,,,
39353,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Monroe County,160   Monroe County Middle School,0,0,0,0,137,161,179,0,0,0,0,0,477
Monroe County,150   Gamaliel Elementary School,43,145,51,48,0,0,0,0,0,0,0,0,287
Monroe County,212   Joe Harrison Carter Elementary School,41,133,27,35,0,0,0,0,0,0,0,0,236
Monroe County,450   Monroe County High School,0,0,0,0,0,0,0,186,176,126,119,0,607
Monroe County,,159,491,157,169,137,161,179,186,176,126,119,0,2060
,,,,,,,,,,,,,,
Montgomery County,070   McNabb Middle School,0,0,0,0,315,336,341,0,0,0,0,0,992
Montgomery County,050   Mount Sterling Elementary School,119,377,97,113,0,0,0,0,0,0,0,0,706
Montgomery County,030   Mapleton Elementary School,122,398,133,104,0,0,0,0,0,0,0,0,757
Montgomery County,010   Camargo Elementary School,103,366,111,112,0,0,0,0,0,0,0,0,692
Montgomery County,012   Hope Hill Children's Home Alt Sch,0,0,0,0,0,4,6,11,10,7,4,0,42
Montgomery County,013   Hillcrest Hall Treatment Center Alt Sch,0,0,0,0,0,0,0,8,3,3,0,0,14
Montgomery County,014   Gateway Juv Diversion Project Alt Sch,0,0,0,0,0,1,4,5,11,5,0,0,26
Montgomery County,040   Montgomery County High School,0,0,0,0,0,0,0,386,368,279,266,0,1299
Montgomery County,,344,1141,341,329,315,341,351,410,392,294,270,0,4528
,,,,,,,,,,,,,,
Monticello Independent,020   Monticello Elementary School,80,194,77,59,0,0,0,0,0,0,0,0,410
Monticello Independent,015   Monticello Middle School,0,0,0,0,59,81,70,0,0,0,0,0,210
Monticello Independent,010   Monticello High School,0,0,0,0,0,0,0,71,61,59,53,0,244
Monticello Independent,,80,194,77,59,59,81,70,71,61,59,53,0,864
,,,,,,,,,,,,,,
Morgan County,250   Wrigley Elementary School,25,65,18,28,0,0,0,0,0,0,0,0,136
Morgan County,140   Morgan County Middle School,0,0,0,0,154,170,170,0,0,0,0,0,494
Morgan County,050   East Valley Elementary School,32,81,27,34,0,0,0,0,0,0,0,0,174
Morgan County,230   Woodsbend Boys Camp Alternative High Sch,0,0,0,0,0,0,3,3,12,19,5,0,42
Morgan County,090   Ezel Elementary School,42,95,26,24,0,0,0,0,0,0,0,0,187
Morgan County,150   Morgan County High School,0,0,0,0,0,0,0,214,175,162,148,0,699
Morgan County,210   West Liberty Elementary School,67,182,60,65,0,0,0,0,0,0,0,0,374
Morgan County,040   Cannel City Elementary School,14,60,19,18,0,0,0,0,0,0,0,0,111
Morgan County,,180,483,150,169,154,170,173,217,187,181,153,0,2217
,,,,,,,,,,,,,,
Muhlenberg County,155   Muhlenberg North High School,0,0,0,0,0,0,0,244,197,204,211,0,856
Muhlenberg County,160   Muhlenberg South High School,0,0,0,0,0,0,0,206,195,155,148,0,704
Muhlenberg County,150   Muhlenberg North Middle School,0,0,0,0,195,217,206,0,0,0,0,0,618
Muhlenberg County,010   Bremen Elementary School,61,201,58,61,0,0,0,0,0,0,0,0,381
Muhlenberg County,040   Greenville Elementary School,103,268,80,89,0,0,0,0,0,0,0,0,540
Muhlenberg County,035   Renaissance Center,0,0,0,0,0,1,1,7,11,7,7,0,34
Muhlenberg County,045   Muhlenberg South Middle School,0,0,0,0,188,172,189,0,0,0,0,0,549
Muhlenberg County,030   Central City Elementary School,79,235,54,54,0,0,0,0,0,0,0,0,422
Muhlenberg County,012   Muhlenberg South Elementary,93,338,95,104,0,0,0,0,0,0,0,0,630
Muhlenberg County,115   Longest Elementary School,101,249,64,70,0,0,0,0,0,0,0,0,484
Muhlenberg County,011   Muhlenberg County Career Alt. High Sch,0,0,0,0,0,0,0,0,0,0,86,0,86
Muhlenberg County,,437,1291,351,378,383,390,396,457,403,366,452,0,5304
,,,,,,,,,,,,,,
Murray Independent,020   Murray Elementary School,125,364,0,0,0,0,0,0,0,0,0,0,489
Murray Independent,030   Murray Middle School,0,0,108,122,132,125,107,0,0,0,0,0,594
Murray Independent,050   Murray High School,0,0,0,0,0,0,0,136,143,104,138,3,524
Murray Independent,,125,364,108,122,132,125,107,136,143,104,138,3,1607
,,,,,,,,,,,,,,
Nelson County,030   Boston School,22,88,33,28,38,0,0,0,0,0,0,0,209
Nelson County,090   Old Kentucky Home Middle School,0,0,0,0,126,166,184,0,0,0,0,16,492
Nelson County,011   The New Haven School,54,169,49,54,31,43,40,0,0,0,0,0,440
Nelson County,013   Bloomfield Elementary School,67,202,59,72,0,0,0,0,0,0,0,0,400
Nelson County,100   Nelson County High School,0,0,0,0,0,0,0,551,437,363,285,55,1691
Nelson County,010   Bloomfield Middle School,0,0,0,0,136,136,147,0,0,0,0,7,426
Nelson County,050   Cox's Creek Elementary School,69,236,78,89,0,0,0,0,0,0,0,8,480
Nelson County,012   Old Kentucky Home Intermediate,0,0,110,129,0,0,0,0,0,0,0,2,241
Nelson County,070   Foster Heights Elementary School,85,354,0,0,0,0,0,0,0,0,0,7,446
Nelson County,,297,1049,329,372,331,345,371,551,437,363,285,95,4825
,,,,,,,,,,,,,,
Newport Independent,020   A D Owens Elementary School,67,240,59,71,0,0,0,0,0,0,0,0,437
Newport Independent,067   Mildred Dean Elementary School,41,141,37,27,0,0,0,0,0,0,0,0,246
Newport Independent,080   Newport Middle School,0,0,0,0,155,148,162,0,0,0,0,0,465
Newport Independent,040   Fourth Street Elementary School,62,177,44,43,0,0,0,0,0,0,0,0,326
Newport Independent,070   Newport High School,0,0,0,0,0,0,0,212,159,108,134,0,613
Newport Independent,,170,558,140,141,155,148,162,212,159,108,134,0,2087
